// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf
// command took 1.51s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf
// command took 3.1s and exited with 0
// ***** Done, took 00:00:04 (4.63 sec)   *****
// Found 6 benchmarks:
//   CollectionsRemoveBenchMark.ListRemoveInt: DefaultJob
//   CollectionsRemoveBenchMark.HashSetRemoveInt: DefaultJob
//   CollectionsRemoveBenchMark.DictRemoveInt: DefaultJob
//   CollectionsRemoveBenchMark.ListRemovePerson: DefaultJob
//   CollectionsRemoveBenchMark.HashSetRemovePerson: DefaultJob
//   CollectionsRemoveBenchMark.DictRemovePerson: DefaultJob

// **************************
// Benchmark: CollectionsRemoveBenchMark.ListRemoveInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b69754db-e9fc-4e50-adec-9287ae14e1cf.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.ListRemoveInt" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult   5: 2 op, 693686100.00 ns, 346.8431 ms/op
WorkloadResult   6: 2 op, 690338100.00 ns, 345.1691 ms/op
WorkloadResult   7: 2 op, 689505000.00 ns, 344.7525 ms/op
WorkloadResult   8: 2 op, 685460000.00 ns, 342.7300 ms/op
WorkloadResult   9: 2 op, 691095000.00 ns, 345.5475 ms/op
WorkloadResult  10: 2 op, 691148200.00 ns, 345.5741 ms/op
WorkloadResult  11: 2 op, 689277600.00 ns, 344.6388 ms/op
WorkloadResult  12: 2 op, 690618700.00 ns, 345.3093 ms/op
WorkloadResult  13: 2 op, 687153400.00 ns, 343.5767 ms/op
GC:  0 0 0 192 2
Threading:  2 0 2

// AfterAll
// Benchmark Process 39128 has exited with code 0

Mean = 345.472 ms, StdErr = 0.379 ms (0.11%), N = 13, StdDev = 1.367 ms
Min = 342.730 ms, Q1 = 344.752 ms, Median = 345.548 ms, Q3 = 346.495 ms, Max = 347.773 ms
IQR = 1.742 ms, LowerFence = 342.139 ms, UpperFence = 349.108 ms
ConfidenceInterval = [343.835 ms; 347.109 ms] (CI 99.9%), Margin = 1.637 ms (0.47% of Mean)
Skewness = -0.32, Kurtosis = 2.31, MValue = 2

// **************************
// Benchmark: CollectionsRemoveBenchMark.HashSetRemoveInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b69754db-e9fc-4e50-adec-9287ae14e1cf.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.HashSetRemoveInt" --job "Default" --benchmarkId 1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 267300.00 ns, 267.3000 us/op
WorkloadJitting  1: 1 op, 1980800.00 ns, 1.9808 ms/op

OverheadJitting  2: 16 op, 280300.00 ns, 17.5188 us/op
WorkloadJitting  2: 16 op, 16861300.00 ns, 1.0538 ms/op

WorkloadPilot    1: 16 op, 16483400.00 ns, 1.0302 ms/op
WorkloadPilot    2: 32 op, 33068400.00 ns, 1.0334 ms/op
WorkloadPilot    3: 64 op, 66331600.00 ns, 1.0364 ms/op
WorkloadPilot    4: 128 op, 108231100.00 ns, 845.5555 us/op
WorkloadPilot    5: 256 op, 215617500.00 ns, 842.2559 us/op
WorkloadPilot    6: 512 op, 432013000.00 ns, 843.7754 us/op
WorkloadPilot    7: 1024 op, 868026600.00 ns, 847.6822 us/op

OverheadWarmup   1: 1024 op, 4900.00 ns, 4.7852 ns/op
OverheadWarmup   2: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   3: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   4: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   5: 1024 op, 2900.00 ns, 2.8320 ns/op
OverheadWarmup   6: 1024 op, 2200.00 ns, 2.1484 ns/op

OverheadActual   1: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   2: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   3: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   4: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   5: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   6: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   7: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   8: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   9: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  10: 1024 op, 17900.00 ns, 17.4805 ns/op
OverheadActual  11: 1024 op, 3700.00 ns, 3.6133 ns/op
OverheadActual  12: 1024 op, 3400.00 ns, 3.3203 ns/op
OverheadActual  13: 1024 op, 3600.00 ns, 3.5156 ns/op
OverheadActual  14: 1024 op, 3400.00 ns, 3.3203 ns/op
OverheadActual  15: 1024 op, 3400.00 ns, 3.3203 ns/op
OverheadActual  16: 1024 op, 3300.00 ns, 3.2227 ns/op
OverheadActual  17: 1024 op, 3900.00 ns, 3.8086 ns/op
OverheadActual  18: 1024 op, 3300.00 ns, 3.2227 ns/op
OverheadActual  19: 1024 op, 3800.00 ns, 3.7109 ns/op
OverheadActual  20: 1024 op, 3400.00 ns, 3.3203 ns/op

WorkloadWarmup   1: 1024 op, 863908000.00 ns, 843.6602 us/op
WorkloadWarmup   2: 1024 op, 865754700.00 ns, 845.4636 us/op
WorkloadWarmup   3: 1024 op, 863753000.00 ns, 843.5088 us/op
WorkloadWarmup   4: 1024 op, 865447200.00 ns, 845.1633 us/op
WorkloadWarmup   5: 1024 op, 862677000.00 ns, 842.4580 us/op
WorkloadWarmup   6: 1024 op, 864917000.00 ns, 844.6455 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 899060200.00 ns, 877.9885 us/op
WorkloadActual   2: 1024 op, 896493700.00 ns, 875.4821 us/op
WorkloadActual   3: 1024 op, 902293000.00 ns, 881.1455 us/op
WorkloadActual   4: 1024 op, 899146600.00 ns, 878.0729 us/op
WorkloadActual   5: 1024 op, 900729300.00 ns, 879.6185 us/op
WorkloadActual   6: 1024 op, 897978000.00 ns, 876.9316 us/op
WorkloadActual   7: 1024 op, 901100700.00 ns, 879.9812 us/op
WorkloadActual   8: 1024 op, 896109400.00 ns, 875.1068 us/op
WorkloadActual   9: 1024 op, 862513400.00 ns, 842.2982 us/op
WorkloadActual  10: 1024 op, 861465600.00 ns, 841.2750 us/op
WorkloadActual  11: 1024 op, 864473600.00 ns, 844.2125 us/op
WorkloadActual  12: 1024 op, 864859400.00 ns, 844.5893 us/op
WorkloadActual  13: 1024 op, 863830400.00 ns, 843.5844 us/op
WorkloadActual  14: 1024 op, 872301000.00 ns, 851.8564 us/op
WorkloadActual  15: 1024 op, 862108900.00 ns, 841.9032 us/op
WorkloadActual  16: 1024 op, 1286967200.00 ns, 1.2568 ms/op
WorkloadActual  17: 1024 op, 872531800.00 ns, 852.0818 us/op
WorkloadActual  18: 1024 op, 871119000.00 ns, 850.7021 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 899056900.00 ns, 877.9853 us/op
WorkloadResult   2: 1024 op, 896490400.00 ns, 875.4789 us/op
WorkloadResult   3: 1024 op, 902289700.00 ns, 881.1423 us/op
WorkloadResult   4: 1024 op, 899143300.00 ns, 878.0696 us/op
WorkloadResult   5: 1024 op, 900726000.00 ns, 879.6152 us/op
WorkloadResult   6: 1024 op, 897974700.00 ns, 876.9284 us/op
WorkloadResult   7: 1024 op, 901097400.00 ns, 879.9779 us/op
WorkloadResult   8: 1024 op, 896106100.00 ns, 875.1036 us/op
WorkloadResult   9: 1024 op, 862510100.00 ns, 842.2950 us/op
WorkloadResult  10: 1024 op, 861462300.00 ns, 841.2718 us/op
WorkloadResult  11: 1024 op, 864470300.00 ns, 844.2093 us/op
WorkloadResult  12: 1024 op, 864856100.00 ns, 844.5860 us/op
WorkloadResult  13: 1024 op, 863827100.00 ns, 843.5812 us/op
WorkloadResult  14: 1024 op, 872297700.00 ns, 851.8532 us/op
WorkloadResult  15: 1024 op, 862105600.00 ns, 841.9000 us/op
WorkloadResult  16: 1024 op, 872528500.00 ns, 852.0786 us/op
WorkloadResult  17: 1024 op, 871115700.00 ns, 850.6989 us/op
GC:  0 0 0 98496 1024
Threading:  2 0 1024

// AfterAll
// Benchmark Process 50020 has exited with code 0

Mean = 860.987 μs, StdErr = 4.105 μs (0.48%), N = 17, StdDev = 16.924 μs
Min = 841.272 μs, Q1 = 844.209 μs, Median = 852.079 μs, Q3 = 877.985 μs, Max = 881.142 μs
IQR = 33.776 μs, LowerFence = 793.545 μs, UpperFence = 928.649 μs
ConfidenceInterval = [844.507 μs; 877.467 μs] (CI 99.9%), Margin = 16.480 μs (1.91% of Mean)
Skewness = 0.04, Kurtosis = 1.01, MValue = 2

// **************************
// Benchmark: CollectionsRemoveBenchMark.DictRemoveInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b69754db-e9fc-4e50-adec-9287ae14e1cf.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.DictRemoveInt" --job "Default" --benchmarkId 2 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 270800.00 ns, 270.8000 us/op
WorkloadJitting  1: 1 op, 2044700.00 ns, 2.0447 ms/op

OverheadJitting  2: 16 op, 273100.00 ns, 17.0688 us/op
WorkloadJitting  2: 16 op, 15316400.00 ns, 957.2750 us/op

WorkloadPilot    1: 16 op, 14999300.00 ns, 937.4562 us/op
WorkloadPilot    2: 32 op, 29917100.00 ns, 934.9094 us/op
WorkloadPilot    3: 64 op, 60491500.00 ns, 945.1797 us/op
WorkloadPilot    4: 128 op, 117413200.00 ns, 917.2906 us/op
WorkloadPilot    5: 256 op, 198508700.00 ns, 775.4246 us/op
WorkloadPilot    6: 512 op, 381607200.00 ns, 745.3266 us/op
WorkloadPilot    7: 1024 op, 779444300.00 ns, 761.1761 us/op

OverheadWarmup   1: 1024 op, 5500.00 ns, 5.3711 ns/op
OverheadWarmup   2: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadWarmup   3: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   4: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   5: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   6: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   7: 1024 op, 2200.00 ns, 2.1484 ns/op

OverheadActual   1: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   2: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   3: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   4: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   5: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   6: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual   7: 1024 op, 1900.00 ns, 1.8555 ns/op
OverheadActual   8: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   9: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual  10: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  11: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual  12: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  13: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  14: 1024 op, 15100.00 ns, 14.7461 ns/op
OverheadActual  15: 1024 op, 3600.00 ns, 3.5156 ns/op

WorkloadWarmup   1: 1024 op, 773801200.00 ns, 755.6652 us/op
WorkloadWarmup   2: 1024 op, 816739100.00 ns, 797.5968 us/op
WorkloadWarmup   3: 1024 op, 816771900.00 ns, 797.6288 us/op
WorkloadWarmup   4: 1024 op, 804307200.00 ns, 785.4562 us/op
WorkloadWarmup   5: 1024 op, 803741100.00 ns, 784.9034 us/op
WorkloadWarmup   6: 1024 op, 804668800.00 ns, 785.8094 us/op
WorkloadWarmup   7: 1024 op, 787466000.00 ns, 769.0098 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 764112100.00 ns, 746.2032 us/op
WorkloadActual   2: 1024 op, 766209600.00 ns, 748.2516 us/op
WorkloadActual   3: 1024 op, 768501900.00 ns, 750.4901 us/op
WorkloadActual   4: 1024 op, 764785100.00 ns, 746.8604 us/op
WorkloadActual   5: 1024 op, 763617800.00 ns, 745.7205 us/op
WorkloadActual   6: 1024 op, 764675300.00 ns, 746.7532 us/op
WorkloadActual   7: 1024 op, 769684200.00 ns, 751.6447 us/op
WorkloadActual   8: 1024 op, 778698700.00 ns, 760.4479 us/op
WorkloadActual   9: 1024 op, 794627500.00 ns, 776.0034 us/op
WorkloadActual  10: 1024 op, 765754100.00 ns, 747.8067 us/op
WorkloadActual  11: 1024 op, 766236900.00 ns, 748.2782 us/op
WorkloadActual  12: 1024 op, 765477000.00 ns, 747.5361 us/op
WorkloadActual  13: 1024 op, 766580100.00 ns, 748.6134 us/op
WorkloadActual  14: 1024 op, 775846700.00 ns, 757.6628 us/op
WorkloadActual  15: 1024 op, 793187400.00 ns, 774.5971 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 764110000.00 ns, 746.2012 us/op
WorkloadResult   2: 1024 op, 766207500.00 ns, 748.2495 us/op
WorkloadResult   3: 1024 op, 768499800.00 ns, 750.4881 us/op
WorkloadResult   4: 1024 op, 764783000.00 ns, 746.8584 us/op
WorkloadResult   5: 1024 op, 763615700.00 ns, 745.7185 us/op
WorkloadResult   6: 1024 op, 764673200.00 ns, 746.7512 us/op
WorkloadResult   7: 1024 op, 769682100.00 ns, 751.6427 us/op
WorkloadResult   8: 1024 op, 778696600.00 ns, 760.4459 us/op
WorkloadResult   9: 1024 op, 765752000.00 ns, 747.8047 us/op
WorkloadResult  10: 1024 op, 766234800.00 ns, 748.2762 us/op
WorkloadResult  11: 1024 op, 765474900.00 ns, 747.5341 us/op
WorkloadResult  12: 1024 op, 766578000.00 ns, 748.6113 us/op
WorkloadResult  13: 1024 op, 775844600.00 ns, 757.6607 us/op
GC:  0 0 0 106016 1024
Threading:  2 0 1024

// AfterAll
// Benchmark Process 35896 has exited with code 0

Mean = 749.711 μs, StdErr = 1.245 μs (0.17%), N = 13, StdDev = 4.488 μs
Min = 745.718 μs, Q1 = 746.858 μs, Median = 748.250 μs, Q3 = 750.488 μs, Max = 760.446 μs
IQR = 3.630 μs, LowerFence = 741.414 μs, UpperFence = 755.933 μs
ConfidenceInterval = [744.336 μs; 755.086 μs] (CI 99.9%), Margin = 5.375 μs (0.72% of Mean)
Skewness = 1.33, Kurtosis = 3.39, MValue = 2

// **************************
// Benchmark: CollectionsRemoveBenchMark.ListRemovePerson: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b69754db-e9fc-4e50-adec-9287ae14e1cf.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.ListRemovePerson" --job "Default" --benchmarkId 3 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 319600.00 ns, 319.6000 us/op
WorkloadJitting  1: 1 op, 7415514300.00 ns, 7.4155 s/op

WorkloadWarmup   1: 1 op, 8786500300.00 ns, 8.7865 s/op
WorkloadWarmup   2: 1 op, 6963234700.00 ns, 6.9632 s/op
WorkloadWarmup   3: 1 op, 6960608600.00 ns, 6.9606 s/op
WorkloadWarmup   4: 1 op, 6943881400.00 ns, 6.9439 s/op
WorkloadWarmup   5: 1 op, 7018156900.00 ns, 7.0182 s/op
WorkloadWarmup   6: 1 op, 7137442700.00 ns, 7.1374 s/op
WorkloadWarmup   7: 1 op, 6749518600.00 ns, 6.7495 s/op
WorkloadWarmup   8: 1 op, 6706774000.00 ns, 6.7068 s/op
WorkloadWarmup   9: 1 op, 6731787600.00 ns, 6.7318 s/op
WorkloadWarmup  10: 1 op, 6672117700.00 ns, 6.6721 s/op

// BeforeActualRun
WorkloadActual   1: 1 op, 6679680400.00 ns, 6.6797 s/op
WorkloadActual   2: 1 op, 6734421900.00 ns, 6.7344 s/op
WorkloadActual   3: 1 op, 6628258400.00 ns, 6.6283 s/op
WorkloadActual   4: 1 op, 6963513000.00 ns, 6.9635 s/op
WorkloadActual   5: 1 op, 6649414300.00 ns, 6.6494 s/op
WorkloadActual   6: 1 op, 6888686800.00 ns, 6.8887 s/op
WorkloadActual   7: 1 op, 6655653800.00 ns, 6.6557 s/op
WorkloadActual   8: 1 op, 6672509600.00 ns, 6.6725 s/op
WorkloadActual   9: 1 op, 6719586600.00 ns, 6.7196 s/op
WorkloadActual  10: 1 op, 6636404000.00 ns, 6.6364 s/op
WorkloadActual  11: 1 op, 6827434600.00 ns, 6.8274 s/op
WorkloadActual  12: 1 op, 6661398200.00 ns, 6.6614 s/op
WorkloadActual  13: 1 op, 6676823300.00 ns, 6.6768 s/op
WorkloadActual  14: 1 op, 6658236000.00 ns, 6.6582 s/op
WorkloadActual  15: 1 op, 6796135700.00 ns, 6.7961 s/op

// AfterActualRun
WorkloadResult   1: 1 op, 6679680400.00 ns, 6.6797 s/op
WorkloadResult   2: 1 op, 6734421900.00 ns, 6.7344 s/op
WorkloadResult   3: 1 op, 6628258400.00 ns, 6.6283 s/op
WorkloadResult   4: 1 op, 6649414300.00 ns, 6.6494 s/op
WorkloadResult   5: 1 op, 6888686800.00 ns, 6.8887 s/op
WorkloadResult   6: 1 op, 6655653800.00 ns, 6.6557 s/op
WorkloadResult   7: 1 op, 6672509600.00 ns, 6.6725 s/op
WorkloadResult   8: 1 op, 6719586600.00 ns, 6.7196 s/op
WorkloadResult   9: 1 op, 6636404000.00 ns, 6.6364 s/op
WorkloadResult  10: 1 op, 6827434600.00 ns, 6.8274 s/op
WorkloadResult  11: 1 op, 6661398200.00 ns, 6.6614 s/op
WorkloadResult  12: 1 op, 6676823300.00 ns, 6.6768 s/op
WorkloadResult  13: 1 op, 6658236000.00 ns, 6.6582 s/op
WorkloadResult  14: 1 op, 6796135700.00 ns, 6.7961 s/op
GC:  0 0 0 641344 1
Threading:  2 0 1

// AfterAll
// Benchmark Process 47608 has exited with code 0

Mean = 6.706 s, StdErr = 0.021 s (0.31%), N = 14, StdDev = 0.079 s
Min = 6.628 s, Q1 = 6.656 s, Median = 6.675 s, Q3 = 6.731 s, Max = 6.889 s
IQR = 0.074 s, LowerFence = 6.545 s, UpperFence = 6.842 s
ConfidenceInterval = [6.617 s; 6.795 s] (CI 99.9%), Margin = 0.089 s (1.33% of Mean)
Skewness = 1.06, Kurtosis = 2.75, MValue = 2

// **************************
// Benchmark: CollectionsRemoveBenchMark.HashSetRemovePerson: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b69754db-e9fc-4e50-adec-9287ae14e1cf.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.HashSetRemovePerson" --job "Default" --benchmarkId 4 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 262600.00 ns, 262.6000 us/op
WorkloadJitting  1: 1 op, 4139800.00 ns, 4.1398 ms/op

OverheadJitting  2: 16 op, 320100.00 ns, 20.0063 us/op
WorkloadJitting  2: 16 op, 41005000.00 ns, 2.5628 ms/op

WorkloadPilot    1: 16 op, 38259700.00 ns, 2.3912 ms/op
WorkloadPilot    2: 32 op, 78823600.00 ns, 2.4632 ms/op
WorkloadPilot    3: 64 op, 148727600.00 ns, 2.3239 ms/op
WorkloadPilot    4: 128 op, 259704900.00 ns, 2.0289 ms/op
WorkloadPilot    5: 256 op, 516465800.00 ns, 2.0174 ms/op

OverheadWarmup   1: 256 op, 4400.00 ns, 17.1875 ns/op
OverheadWarmup   2: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadWarmup   3: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadWarmup   4: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadWarmup   5: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadWarmup   6: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadWarmup   7: 256 op, 900.00 ns, 3.5156 ns/op

OverheadActual   1: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual   2: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   3: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   4: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual   5: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual   6: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   7: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   8: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual   9: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  10: 256 op, 13700.00 ns, 53.5156 ns/op
OverheadActual  11: 256 op, 6000.00 ns, 23.4375 ns/op
OverheadActual  12: 256 op, 1300.00 ns, 5.0781 ns/op
OverheadActual  13: 256 op, 1200.00 ns, 4.6875 ns/op
OverheadActual  14: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  15: 256 op, 1600.00 ns, 6.2500 ns/op
OverheadActual  16: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  17: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  18: 256 op, 1200.00 ns, 4.6875 ns/op
OverheadActual  19: 256 op, 1100.00 ns, 4.2969 ns/op
