// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82
// command took 1.63s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82
// command took 2.8s and exited with 0
// ***** Done, took 00:00:04 (4.53 sec)   *****
// Found 3 benchmarks:
//   CollectionsRemoveBenchMark.ListTestRemove: DefaultJob
//   CollectionsRemoveBenchMark.HashSetTestRemove: DefaultJob
//   CollectionsRemoveBenchMark.DictTestRemove: DefaultJob

// **************************
// Benchmark: CollectionsRemoveBenchMark.ListTestRemove: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "03cd719a-a2f8-4f8b-a802-602a7374bf82.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.ListTestRemove" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  57: 1 op, 37078201200.00 ns, 37.0782 s/op
WorkloadActual  58: 1 op, 36467371800.00 ns, 36.4674 s/op
WorkloadActual  59: 1 op, 36630301000.00 ns, 36.6303 s/op
WorkloadActual  60: 1 op, 36436152400.00 ns, 36.4362 s/op
WorkloadActual  61: 1 op, 36394693200.00 ns, 36.3947 s/op
WorkloadActual  62: 1 op, 36384438500.00 ns, 36.3844 s/op
WorkloadActual  63: 1 op, 36500370800.00 ns, 36.5004 s/op
WorkloadActual  64: 1 op, 36457812700.00 ns, 36.4578 s/op
WorkloadActual  65: 1 op, 36405892400.00 ns, 36.4059 s/op
WorkloadActual  66: 1 op, 36622771600.00 ns, 36.6228 s/op
WorkloadActual  67: 1 op, 36312354300.00 ns, 36.3124 s/op
WorkloadActual  68: 1 op, 36776986400.00 ns, 36.7770 s/op
WorkloadActual  69: 1 op, 36441207700.00 ns, 36.4412 s/op
WorkloadActual  70: 1 op, 36412795300.00 ns, 36.4128 s/op
WorkloadActual  71: 1 op, 36481734800.00 ns, 36.4817 s/op
WorkloadActual  72: 1 op, 36340474400.00 ns, 36.3405 s/op
WorkloadActual  73: 1 op, 36661767300.00 ns, 36.6618 s/op
WorkloadActual  74: 1 op, 36485572200.00 ns, 36.4856 s/op
WorkloadActual  75: 1 op, 36497617800.00 ns, 36.4976 s/op
WorkloadActual  76: 1 op, 36439464800.00 ns, 36.4395 s/op
WorkloadActual  77: 1 op, 36550534400.00 ns, 36.5505 s/op
WorkloadActual  78: 1 op, 36409640300.00 ns, 36.4096 s/op
WorkloadActual  79: 1 op, 36418273900.00 ns, 36.4183 s/op
WorkloadActual  80: 1 op, 36419678300.00 ns, 36.4197 s/op
WorkloadActual  81: 1 op, 36580909600.00 ns, 36.5809 s/op
WorkloadActual  82: 1 op, 36437707900.00 ns, 36.4377 s/op
WorkloadActual  83: 1 op, 36353727900.00 ns, 36.3537 s/op
WorkloadActual  84: 1 op, 36614424700.00 ns, 36.6144 s/op
WorkloadActual  85: 1 op, 37007793800.00 ns, 37.0078 s/op
WorkloadActual  86: 1 op, 36633816700.00 ns, 36.6338 s/op
WorkloadActual  87: 1 op, 36494435200.00 ns, 36.4944 s/op
WorkloadActual  88: 1 op, 36426884700.00 ns, 36.4269 s/op
WorkloadActual  89: 1 op, 36572738400.00 ns, 36.5727 s/op
WorkloadActual  90: 1 op, 36364394800.00 ns, 36.3644 s/op
WorkloadActual  91: 1 op, 36656977800.00 ns, 36.6570 s/op
WorkloadActual  92: 1 op, 36428802500.00 ns, 36.4288 s/op
WorkloadActual  93: 1 op, 36540590100.00 ns, 36.5406 s/op
WorkloadActual  94: 1 op, 36305640900.00 ns, 36.3056 s/op
WorkloadActual  95: 1 op, 36553574400.00 ns, 36.5536 s/op
WorkloadActual  96: 1 op, 36610063000.00 ns, 36.6101 s/op
WorkloadActual  97: 1 op, 36506142500.00 ns, 36.5061 s/op
WorkloadActual  98: 1 op, 36345066400.00 ns, 36.3451 s/op
WorkloadActual  99: 1 op, 36366679300.00 ns, 36.3667 s/op
WorkloadActual  100: 1 op, 36541980600.00 ns, 36.5420 s/op

// AfterActualRun
WorkloadResult   1: 1 op, 47525077500.00 ns, 47.5251 s/op
WorkloadResult   2: 1 op, 40450877600.00 ns, 40.4509 s/op
WorkloadResult   3: 1 op, 40609688900.00 ns, 40.6097 s/op
WorkloadResult   4: 1 op, 41842857600.00 ns, 41.8429 s/op
WorkloadResult   5: 1 op, 41612207300.00 ns, 41.6122 s/op
WorkloadResult   6: 1 op, 38895195300.00 ns, 38.8952 s/op
WorkloadResult   7: 1 op, 39036873800.00 ns, 39.0369 s/op
WorkloadResult   8: 1 op, 39707831700.00 ns, 39.7078 s/op
WorkloadResult   9: 1 op, 39909496000.00 ns, 39.9095 s/op
WorkloadResult  10: 1 op, 38844719100.00 ns, 38.8447 s/op
WorkloadResult  11: 1 op, 38027502800.00 ns, 38.0275 s/op
WorkloadResult  12: 1 op, 39456485400.00 ns, 39.4565 s/op
WorkloadResult  13: 1 op, 40048342500.00 ns, 40.0483 s/op
WorkloadResult  14: 1 op, 38733239200.00 ns, 38.7332 s/op
WorkloadResult  15: 1 op, 40658847200.00 ns, 40.6588 s/op
WorkloadResult  16: 1 op, 41989362300.00 ns, 41.9894 s/op
WorkloadResult  17: 1 op, 42324264300.00 ns, 42.3243 s/op
WorkloadResult  18: 1 op, 43982781700.00 ns, 43.9828 s/op
WorkloadResult  19: 1 op, 43924382800.00 ns, 43.9244 s/op
WorkloadResult  20: 1 op, 43638494300.00 ns, 43.6385 s/op
WorkloadResult  21: 1 op, 43249523800.00 ns, 43.2495 s/op
WorkloadResult  22: 1 op, 44500105500.00 ns, 44.5001 s/op
WorkloadResult  23: 1 op, 45046164200.00 ns, 45.0462 s/op
WorkloadResult  24: 1 op, 46464185900.00 ns, 46.4642 s/op
WorkloadResult  25: 1 op, 45300676900.00 ns, 45.3007 s/op
WorkloadResult  26: 1 op, 43830660000.00 ns, 43.8307 s/op
WorkloadResult  27: 1 op, 44032605100.00 ns, 44.0326 s/op
WorkloadResult  28: 1 op, 43188257800.00 ns, 43.1883 s/op
WorkloadResult  29: 1 op, 45075065400.00 ns, 45.0751 s/op
WorkloadResult  30: 1 op, 47516624900.00 ns, 47.5166 s/op
WorkloadResult  31: 1 op, 44259645300.00 ns, 44.2596 s/op
WorkloadResult  32: 1 op, 45330723200.00 ns, 45.3307 s/op
WorkloadResult  33: 1 op, 43902110200.00 ns, 43.9021 s/op
WorkloadResult  34: 1 op, 44754758800.00 ns, 44.7548 s/op
WorkloadResult  35: 1 op, 43051461200.00 ns, 43.0515 s/op
WorkloadResult  36: 1 op, 44869375900.00 ns, 44.8694 s/op
WorkloadResult  37: 1 op, 43327160900.00 ns, 43.3272 s/op
WorkloadResult  38: 1 op, 49429895300.00 ns, 49.4299 s/op
WorkloadResult  39: 1 op, 50133223000.00 ns, 50.1332 s/op
WorkloadResult  40: 1 op, 46535646100.00 ns, 46.5356 s/op
WorkloadResult  41: 1 op, 38202331600.00 ns, 38.2023 s/op
WorkloadResult  42: 1 op, 37366590200.00 ns, 37.3666 s/op
WorkloadResult  43: 1 op, 37446652900.00 ns, 37.4467 s/op
WorkloadResult  44: 1 op, 37093540000.00 ns, 37.0935 s/op
WorkloadResult  45: 1 op, 36528369600.00 ns, 36.5284 s/op
WorkloadResult  46: 1 op, 36637709700.00 ns, 36.6377 s/op
WorkloadResult  47: 1 op, 36756798700.00 ns, 36.7568 s/op
WorkloadResult  48: 1 op, 36297187600.00 ns, 36.2972 s/op
WorkloadResult  49: 1 op, 36615339900.00 ns, 36.6153 s/op
WorkloadResult  50: 1 op, 36521383600.00 ns, 36.5214 s/op
WorkloadResult  51: 1 op, 36461876000.00 ns, 36.4619 s/op
WorkloadResult  52: 1 op, 36691792800.00 ns, 36.6918 s/op
WorkloadResult  53: 1 op, 36597779800.00 ns, 36.5978 s/op
WorkloadResult  54: 1 op, 36555120900.00 ns, 36.5551 s/op
WorkloadResult  55: 1 op, 36860615300.00 ns, 36.8606 s/op
WorkloadResult  56: 1 op, 37078201200.00 ns, 37.0782 s/op
WorkloadResult  57: 1 op, 36467371800.00 ns, 36.4674 s/op
WorkloadResult  58: 1 op, 36630301000.00 ns, 36.6303 s/op
WorkloadResult  59: 1 op, 36436152400.00 ns, 36.4362 s/op
WorkloadResult  60: 1 op, 36394693200.00 ns, 36.3947 s/op
WorkloadResult  61: 1 op, 36384438500.00 ns, 36.3844 s/op
WorkloadResult  62: 1 op, 36500370800.00 ns, 36.5004 s/op
WorkloadResult  63: 1 op, 36457812700.00 ns, 36.4578 s/op
WorkloadResult  64: 1 op, 36405892400.00 ns, 36.4059 s/op
WorkloadResult  65: 1 op, 36622771600.00 ns, 36.6228 s/op
WorkloadResult  66: 1 op, 36312354300.00 ns, 36.3124 s/op
WorkloadResult  67: 1 op, 36776986400.00 ns, 36.7770 s/op
WorkloadResult  68: 1 op, 36441207700.00 ns, 36.4412 s/op
WorkloadResult  69: 1 op, 36412795300.00 ns, 36.4128 s/op
WorkloadResult  70: 1 op, 36481734800.00 ns, 36.4817 s/op
WorkloadResult  71: 1 op, 36340474400.00 ns, 36.3405 s/op
WorkloadResult  72: 1 op, 36661767300.00 ns, 36.6618 s/op
WorkloadResult  73: 1 op, 36485572200.00 ns, 36.4856 s/op
WorkloadResult  74: 1 op, 36497617800.00 ns, 36.4976 s/op
WorkloadResult  75: 1 op, 36439464800.00 ns, 36.4395 s/op
WorkloadResult  76: 1 op, 36550534400.00 ns, 36.5505 s/op
WorkloadResult  77: 1 op, 36409640300.00 ns, 36.4096 s/op
WorkloadResult  78: 1 op, 36418273900.00 ns, 36.4183 s/op
WorkloadResult  79: 1 op, 36419678300.00 ns, 36.4197 s/op
WorkloadResult  80: 1 op, 36580909600.00 ns, 36.5809 s/op
WorkloadResult  81: 1 op, 36437707900.00 ns, 36.4377 s/op
WorkloadResult  82: 1 op, 36353727900.00 ns, 36.3537 s/op
WorkloadResult  83: 1 op, 36614424700.00 ns, 36.6144 s/op
WorkloadResult  84: 1 op, 37007793800.00 ns, 37.0078 s/op
WorkloadResult  85: 1 op, 36633816700.00 ns, 36.6338 s/op
WorkloadResult  86: 1 op, 36494435200.00 ns, 36.4944 s/op
WorkloadResult  87: 1 op, 36426884700.00 ns, 36.4269 s/op
WorkloadResult  88: 1 op, 36572738400.00 ns, 36.5727 s/op
WorkloadResult  89: 1 op, 36364394800.00 ns, 36.3644 s/op
WorkloadResult  90: 1 op, 36656977800.00 ns, 36.6570 s/op
WorkloadResult  91: 1 op, 36428802500.00 ns, 36.4288 s/op
WorkloadResult  92: 1 op, 36540590100.00 ns, 36.5406 s/op
WorkloadResult  93: 1 op, 36305640900.00 ns, 36.3056 s/op
WorkloadResult  94: 1 op, 36553574400.00 ns, 36.5536 s/op
WorkloadResult  95: 1 op, 36610063000.00 ns, 36.6101 s/op
WorkloadResult  96: 1 op, 36506142500.00 ns, 36.5061 s/op
WorkloadResult  97: 1 op, 36345066400.00 ns, 36.3451 s/op
WorkloadResult  98: 1 op, 36366679300.00 ns, 36.3667 s/op
WorkloadResult  99: 1 op, 36541980600.00 ns, 36.5420 s/op
GC:  0 0 0 96 1
Threading:  2 0 1

// AfterAll
// Benchmark Process 33436 has exited with code 0

Mean = 39.233 s, StdErr = 0.376 s (0.96%), N = 99, StdDev = 3.741 s
Min = 36.297 s, Q1 = 36.484 s, Median = 36.692 s, Q3 = 42.157 s, Max = 50.133 s
IQR = 5.673 s, LowerFence = 27.974 s, UpperFence = 50.667 s
ConfidenceInterval = [37.957 s; 40.508 s] (CI 99.9%), Margin = 1.276 s (3.25% of Mean)
Skewness = 1.07, Kurtosis = 2.86, MValue = 2.4

// **************************
// Benchmark: CollectionsRemoveBenchMark.HashSetTestRemove: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "03cd719a-a2f8-4f8b-a802-602a7374bf82.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.HashSetTestRemove" --job "Default" --benchmarkId 1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 261300.00 ns, 261.3000 us/op
WorkloadJitting  1: 1 op, 10662700.00 ns, 10.6627 ms/op

OverheadJitting  2: 16 op, 210400.00 ns, 13.1500 us/op
WorkloadJitting  2: 16 op, 160010700.00 ns, 10.0007 ms/op

WorkloadPilot    1: 16 op, 155173800.00 ns, 9.6984 ms/op
WorkloadPilot    2: 32 op, 274026700.00 ns, 8.5633 ms/op
WorkloadPilot    3: 64 op, 540443100.00 ns, 8.4444 ms/op

OverheadWarmup   1: 64 op, 3500.00 ns, 54.6875 ns/op
OverheadWarmup   2: 64 op, 500.00 ns, 7.8125 ns/op
OverheadWarmup   3: 64 op, 500.00 ns, 7.8125 ns/op
OverheadWarmup   4: 64 op, 400.00 ns, 6.2500 ns/op
OverheadWarmup   5: 64 op, 500.00 ns, 7.8125 ns/op
OverheadWarmup   6: 64 op, 300.00 ns, 4.6875 ns/op

OverheadActual   1: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual   2: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual   3: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual   4: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual   5: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual   6: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual   7: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual   8: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual   9: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual  10: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual  11: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual  12: 64 op, 500.00 ns, 7.8125 ns/op
OverheadActual  13: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual  14: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual  15: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual  16: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual  17: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual  18: 64 op, 400.00 ns, 6.2500 ns/op
OverheadActual  19: 64 op, 300.00 ns, 4.6875 ns/op
OverheadActual  20: 64 op, 400.00 ns, 6.2500 ns/op

WorkloadWarmup   1: 64 op, 539226700.00 ns, 8.4254 ms/op
WorkloadWarmup   2: 64 op, 538971100.00 ns, 8.4214 ms/op
WorkloadWarmup   3: 64 op, 538619900.00 ns, 8.4159 ms/op
WorkloadWarmup   4: 64 op, 538339200.00 ns, 8.4116 ms/op
WorkloadWarmup   5: 64 op, 540030000.00 ns, 8.4380 ms/op
WorkloadWarmup   6: 64 op, 538429800.00 ns, 8.4130 ms/op
WorkloadWarmup   7: 64 op, 543279500.00 ns, 8.4887 ms/op
WorkloadWarmup   8: 64 op, 540849500.00 ns, 8.4508 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 540447300.00 ns, 8.4445 ms/op
WorkloadActual   2: 64 op, 541380700.00 ns, 8.4591 ms/op
WorkloadActual   3: 64 op, 580811000.00 ns, 9.0752 ms/op
WorkloadActual   4: 64 op, 545931300.00 ns, 8.5302 ms/op
WorkloadActual   5: 64 op, 542665400.00 ns, 8.4791 ms/op
WorkloadActual   6: 64 op, 570708900.00 ns, 8.9173 ms/op
WorkloadActual   7: 64 op, 557289600.00 ns, 8.7076 ms/op
WorkloadActual   8: 64 op, 559860200.00 ns, 8.7478 ms/op
WorkloadActual   9: 64 op, 556847700.00 ns, 8.7007 ms/op
WorkloadActual  10: 64 op, 590797000.00 ns, 9.2312 ms/op
WorkloadActual  11: 64 op, 580295100.00 ns, 9.0671 ms/op
WorkloadActual  12: 64 op, 557684900.00 ns, 8.7138 ms/op
WorkloadActual  13: 64 op, 550113000.00 ns, 8.5955 ms/op
WorkloadActual  14: 64 op, 551825800.00 ns, 8.6223 ms/op
WorkloadActual  15: 64 op, 539855600.00 ns, 8.4352 ms/op
WorkloadActual  16: 64 op, 548157900.00 ns, 8.5650 ms/op
WorkloadActual  17: 64 op, 560361300.00 ns, 8.7556 ms/op
WorkloadActual  18: 64 op, 541356600.00 ns, 8.4587 ms/op
WorkloadActual  19: 64 op, 539354800.00 ns, 8.4274 ms/op
WorkloadActual  20: 64 op, 537708900.00 ns, 8.4017 ms/op
WorkloadActual  21: 64 op, 540175100.00 ns, 8.4402 ms/op
WorkloadActual  22: 64 op, 538307900.00 ns, 8.4111 ms/op
WorkloadActual  23: 64 op, 539438900.00 ns, 8.4287 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 540446850.00 ns, 8.4445 ms/op
WorkloadResult   2: 64 op, 541380250.00 ns, 8.4591 ms/op
WorkloadResult   3: 64 op, 580810550.00 ns, 9.0752 ms/op
WorkloadResult   4: 64 op, 545930850.00 ns, 8.5302 ms/op
WorkloadResult   5: 64 op, 542664950.00 ns, 8.4791 ms/op
WorkloadResult   6: 64 op, 570708450.00 ns, 8.9173 ms/op
WorkloadResult   7: 64 op, 557289150.00 ns, 8.7076 ms/op
WorkloadResult   8: 64 op, 559859750.00 ns, 8.7478 ms/op
WorkloadResult   9: 64 op, 556847250.00 ns, 8.7007 ms/op
WorkloadResult  10: 64 op, 580294650.00 ns, 9.0671 ms/op
WorkloadResult  11: 64 op, 557684450.00 ns, 8.7138 ms/op
WorkloadResult  12: 64 op, 550112550.00 ns, 8.5955 ms/op
WorkloadResult  13: 64 op, 551825350.00 ns, 8.6223 ms/op
WorkloadResult  14: 64 op, 539855150.00 ns, 8.4352 ms/op
WorkloadResult  15: 64 op, 548157450.00 ns, 8.5650 ms/op
WorkloadResult  16: 64 op, 560360850.00 ns, 8.7556 ms/op
WorkloadResult  17: 64 op, 541356150.00 ns, 8.4587 ms/op
WorkloadResult  18: 64 op, 539354350.00 ns, 8.4274 ms/op
WorkloadResult  19: 64 op, 537708450.00 ns, 8.4017 ms/op
WorkloadResult  20: 64 op, 540174650.00 ns, 8.4402 ms/op
WorkloadResult  21: 64 op, 538307450.00 ns, 8.4111 ms/op
WorkloadResult  22: 64 op, 539438450.00 ns, 8.4287 ms/op
GC:  0 0 0 6144 64
Threading:  2 0 64

// AfterAll
// Benchmark Process 31776 has exited with code 0

Mean = 8.608 ms, StdErr = 0.044 ms (0.51%), N = 22, StdDev = 0.207 ms
Min = 8.402 ms, Q1 = 8.441 ms, Median = 8.548 ms, Q3 = 8.712 ms, Max = 9.075 ms
IQR = 0.271 ms, LowerFence = 8.035 ms, UpperFence = 9.119 ms
ConfidenceInterval = [8.440 ms; 8.777 ms] (CI 99.9%), Margin = 0.168 ms (1.95% of Mean)
Skewness = 0.95, Kurtosis = 2.78, MValue = 2

// **************************
// Benchmark: CollectionsRemoveBenchMark.DictTestRemove: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "03cd719a-a2f8-4f8b-a802-602a7374bf82.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.DictTestRemove" --job "Default" --benchmarkId 2 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 259000.00 ns, 259.0000 us/op
WorkloadJitting  1: 1 op, 11221100.00 ns, 11.2211 ms/op

OverheadJitting  2: 16 op, 204100.00 ns, 12.7562 us/op
WorkloadJitting  2: 16 op, 148836100.00 ns, 9.3023 ms/op

WorkloadPilot    1: 16 op, 141882600.00 ns, 8.8677 ms/op
WorkloadPilot    2: 32 op, 244468900.00 ns, 7.6397 ms/op
WorkloadPilot    3: 64 op, 491011700.00 ns, 7.6721 ms/op
WorkloadPilot    4: 128 op, 979506500.00 ns, 7.6524 ms/op

OverheadWarmup   1: 128 op, 3200.00 ns, 25.0000 ns/op
OverheadWarmup   2: 128 op, 500.00 ns, 3.9062 ns/op
