// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\558d72a9-8d6b-4071-a4c7-a09626224dee
// command took 1.5s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\558d72a9-8d6b-4071-a4c7-a09626224dee
// command took 2.64s and exited with 0
// ***** Done, took 00:00:04 (4.24 sec)   *****
// Found 6 benchmarks:
//   CollectionsContainsBenchMark.ListContainsInt: DefaultJob
//   CollectionsContainsBenchMark.HashSetContainsInt: DefaultJob
//   CollectionsContainsBenchMark.DictContainsInt: DefaultJob
//   CollectionsContainsBenchMark.ListContainsPerson: DefaultJob
//   CollectionsContainsBenchMark.HashSetContainsPerson: DefaultJob
//   CollectionsContainsBenchMark.DictContainsPerson: DefaultJob

// **************************
// Benchmark: CollectionsContainsBenchMark.ListContainsInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "558d72a9-8d6b-4071-a4c7-a09626224dee.dll" --benchmarkName "TestBenchMark.CollectionsContainsBenchMark.ListContainsInt" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\558d72a9-8d6b-4071-a4c7-a09626224dee\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  18: 3 op, 652949200.00 ns, 217.6497 ms/op
WorkloadActual  19: 3 op, 645502500.00 ns, 215.1675 ms/op

// AfterActualRun
WorkloadResult   1: 3 op, 695086000.00 ns, 231.6953 ms/op
WorkloadResult   2: 3 op, 649590900.00 ns, 216.5303 ms/op
WorkloadResult   3: 3 op, 667089600.00 ns, 222.3632 ms/op
WorkloadResult   4: 3 op, 673285300.00 ns, 224.4284 ms/op
WorkloadResult   5: 3 op, 671261200.00 ns, 223.7537 ms/op
WorkloadResult   6: 3 op, 647952100.00 ns, 215.9840 ms/op
WorkloadResult   7: 3 op, 674056800.00 ns, 224.6856 ms/op
WorkloadResult   8: 3 op, 658455400.00 ns, 219.4851 ms/op
WorkloadResult   9: 3 op, 654058300.00 ns, 218.0194 ms/op
WorkloadResult  10: 3 op, 645033600.00 ns, 215.0112 ms/op
WorkloadResult  11: 3 op, 650382700.00 ns, 216.7942 ms/op
WorkloadResult  12: 3 op, 661877000.00 ns, 220.6257 ms/op
WorkloadResult  13: 3 op, 658403600.00 ns, 219.4679 ms/op
WorkloadResult  14: 3 op, 666295900.00 ns, 222.0986 ms/op
WorkloadResult  15: 3 op, 645338300.00 ns, 215.1128 ms/op
WorkloadResult  16: 3 op, 652949200.00 ns, 217.6497 ms/op
WorkloadResult  17: 3 op, 645502500.00 ns, 215.1675 ms/op
GC:  0 0 0 2192 3
Threading:  2 0 3

// AfterAll
// Benchmark Process 33836 has exited with code 0

Mean = 219.934 ms, StdErr = 1.090 ms (0.50%), N = 17, StdDev = 4.495 ms
Min = 215.011 ms, Q1 = 216.530 ms, Median = 219.468 ms, Q3 = 222.363 ms, Max = 231.695 ms
IQR = 5.833 ms, LowerFence = 207.781 ms, UpperFence = 231.113 ms
ConfidenceInterval = [215.556 ms; 224.311 ms] (CI 99.9%), Margin = 4.377 ms (1.99% of Mean)
Skewness = 0.92, Kurtosis = 3.24, MValue = 2

// **************************
// Benchmark: CollectionsContainsBenchMark.HashSetContainsInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "558d72a9-8d6b-4071-a4c7-a09626224dee.dll" --benchmarkName "TestBenchMark.CollectionsContainsBenchMark.HashSetContainsInt" --job "Default" --benchmarkId 1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\558d72a9-8d6b-4071-a4c7-a09626224dee\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 264000.00 ns, 264.0000 us/op
WorkloadJitting  1: 1 op, 2131500.00 ns, 2.1315 ms/op

OverheadJitting  2: 16 op, 264400.00 ns, 16.5250 us/op
WorkloadJitting  2: 16 op, 16920300.00 ns, 1.0575 ms/op

WorkloadPilot    1: 16 op, 17090400.00 ns, 1.0681 ms/op
WorkloadPilot    2: 32 op, 33621300.00 ns, 1.0507 ms/op
WorkloadPilot    3: 64 op, 77081500.00 ns, 1.2044 ms/op
WorkloadPilot    4: 128 op, 122266200.00 ns, 955.2047 us/op
WorkloadPilot    5: 256 op, 234912100.00 ns, 917.6254 us/op
WorkloadPilot    6: 512 op, 476634100.00 ns, 930.9260 us/op
WorkloadPilot    7: 1024 op, 927677700.00 ns, 905.9353 us/op

OverheadWarmup   1: 1024 op, 5100.00 ns, 4.9805 ns/op
OverheadWarmup   2: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadWarmup   3: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   4: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadWarmup   5: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   6: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   7: 1024 op, 2000.00 ns, 1.9531 ns/op

OverheadActual   1: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual   2: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual   3: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual   4: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual   5: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual   6: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   7: 1024 op, 2900.00 ns, 2.8320 ns/op
OverheadActual   8: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   9: 1024 op, 2900.00 ns, 2.8320 ns/op
OverheadActual  10: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadActual  11: 1024 op, 3400.00 ns, 3.3203 ns/op
OverheadActual  12: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  13: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  14: 1024 op, 15600.00 ns, 15.2344 ns/op
OverheadActual  15: 1024 op, 3600.00 ns, 3.5156 ns/op
OverheadActual  16: 1024 op, 3500.00 ns, 3.4180 ns/op
OverheadActual  17: 1024 op, 3800.00 ns, 3.7109 ns/op
OverheadActual  18: 1024 op, 3300.00 ns, 3.2227 ns/op
OverheadActual  19: 1024 op, 3500.00 ns, 3.4180 ns/op
OverheadActual  20: 1024 op, 3200.00 ns, 3.1250 ns/op

WorkloadWarmup   1: 1024 op, 933065500.00 ns, 911.1968 us/op
WorkloadWarmup   2: 1024 op, 1362163700.00 ns, 1.3302 ms/op
WorkloadWarmup   3: 1024 op, 996857400.00 ns, 973.4936 us/op
WorkloadWarmup   4: 1024 op, 973376100.00 ns, 950.5626 us/op
WorkloadWarmup   5: 1024 op, 955018200.00 ns, 932.6350 us/op
WorkloadWarmup   6: 1024 op, 925721400.00 ns, 904.0248 us/op
WorkloadWarmup   7: 1024 op, 962605700.00 ns, 940.0446 us/op
WorkloadWarmup   8: 1024 op, 911160800.00 ns, 889.8055 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 906391600.00 ns, 885.1480 us/op
WorkloadActual   2: 1024 op, 908158500.00 ns, 886.8735 us/op
WorkloadActual   3: 1024 op, 905499400.00 ns, 884.2768 us/op
WorkloadActual   4: 1024 op, 913399500.00 ns, 891.9917 us/op
WorkloadActual   5: 1024 op, 903613100.00 ns, 882.4347 us/op
WorkloadActual   6: 1024 op, 903006500.00 ns, 881.8423 us/op
WorkloadActual   7: 1024 op, 908357900.00 ns, 887.0683 us/op
WorkloadActual   8: 1024 op, 1006356700.00 ns, 982.7702 us/op
WorkloadActual   9: 1024 op, 902755600.00 ns, 881.5973 us/op
WorkloadActual  10: 1024 op, 898804300.00 ns, 877.7386 us/op
WorkloadActual  11: 1024 op, 905628300.00 ns, 884.4026 us/op
WorkloadActual  12: 1024 op, 941050300.00 ns, 918.9944 us/op
WorkloadActual  13: 1024 op, 967523000.00 ns, 944.8467 us/op
WorkloadActual  14: 1024 op, 914703300.00 ns, 893.2649 us/op
WorkloadActual  15: 1024 op, 919269300.00 ns, 897.7239 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 906388950.00 ns, 885.1455 us/op
WorkloadResult   2: 1024 op, 908155850.00 ns, 886.8709 us/op
WorkloadResult   3: 1024 op, 905496750.00 ns, 884.2742 us/op
WorkloadResult   4: 1024 op, 913396850.00 ns, 891.9891 us/op
WorkloadResult   5: 1024 op, 903610450.00 ns, 882.4321 us/op
WorkloadResult   6: 1024 op, 903003850.00 ns, 881.8397 us/op
WorkloadResult   7: 1024 op, 908355250.00 ns, 887.0657 us/op
WorkloadResult   8: 1024 op, 902752950.00 ns, 881.5947 us/op
WorkloadResult   9: 1024 op, 898801650.00 ns, 877.7360 us/op
WorkloadResult  10: 1024 op, 905625650.00 ns, 884.4000 us/op
WorkloadResult  11: 1024 op, 914700650.00 ns, 893.2624 us/op
WorkloadResult  12: 1024 op, 919266650.00 ns, 897.7213 us/op
GC:  0 0 0 98304 1024
Threading:  2 0 1024

// AfterAll
// Benchmark Process 46636 has exited with code 0

Mean = 886.194 μs, StdErr = 1.632 μs (0.18%), N = 12, StdDev = 5.652 μs
Min = 877.736 μs, Q1 = 882.284 μs, Median = 884.773 μs, Q3 = 888.297 μs, Max = 897.721 μs
IQR = 6.013 μs, LowerFence = 873.265 μs, UpperFence = 897.315 μs
ConfidenceInterval = [878.954 μs; 893.434 μs] (CI 99.9%), Margin = 7.240 μs (0.82% of Mean)
Skewness = 0.57, Kurtosis = 2.24, MValue = 2

// **************************
// Benchmark: CollectionsContainsBenchMark.DictContainsInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "558d72a9-8d6b-4071-a4c7-a09626224dee.dll" --benchmarkName "TestBenchMark.CollectionsContainsBenchMark.DictContainsInt" --job "Default" --benchmarkId 2 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\558d72a9-8d6b-4071-a4c7-a09626224dee\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 294000.00 ns, 294.0000 us/op
WorkloadJitting  1: 1 op, 1794100.00 ns, 1.7941 ms/op

OverheadJitting  2: 16 op, 261100.00 ns, 16.3188 us/op
WorkloadJitting  2: 16 op, 16261700.00 ns, 1.0164 ms/op

WorkloadPilot    1: 16 op, 17436800.00 ns, 1.0898 ms/op
WorkloadPilot    2: 32 op, 32560400.00 ns, 1.0175 ms/op
WorkloadPilot    3: 64 op, 66059300.00 ns, 1.0322 ms/op
WorkloadPilot    4: 128 op, 105331400.00 ns, 822.9016 us/op
WorkloadPilot    5: 256 op, 215088500.00 ns, 840.1895 us/op
WorkloadPilot    6: 512 op, 424442500.00 ns, 828.9893 us/op
WorkloadPilot    7: 1024 op, 840655200.00 ns, 820.9523 us/op

OverheadWarmup   1: 1024 op, 5500.00 ns, 5.3711 ns/op
OverheadWarmup   2: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadWarmup   3: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadWarmup   4: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   5: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   6: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   7: 1024 op, 2800.00 ns, 2.7344 ns/op
OverheadWarmup   8: 1024 op, 2100.00 ns, 2.0508 ns/op

OverheadActual   1: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   2: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   3: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   4: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   5: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   6: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   7: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   8: 1024 op, 2600.00 ns, 2.5391 ns/op
OverheadActual   9: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  10: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual  11: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  12: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  13: 1024 op, 14600.00 ns, 14.2578 ns/op
OverheadActual  14: 1024 op, 3700.00 ns, 3.6133 ns/op
OverheadActual  15: 1024 op, 3500.00 ns, 3.4180 ns/op
OverheadActual  16: 1024 op, 4000.00 ns, 3.9062 ns/op
OverheadActual  17: 1024 op, 3800.00 ns, 3.7109 ns/op
OverheadActual  18: 1024 op, 3600.00 ns, 3.5156 ns/op
OverheadActual  19: 1024 op, 3600.00 ns, 3.5156 ns/op
OverheadActual  20: 1024 op, 3600.00 ns, 3.5156 ns/op

WorkloadWarmup   1: 1024 op, 855514700.00 ns, 835.4636 us/op
WorkloadWarmup   2: 1024 op, 849382600.00 ns, 829.4752 us/op
WorkloadWarmup   3: 1024 op, 831754300.00 ns, 812.2601 us/op
WorkloadWarmup   4: 1024 op, 822449400.00 ns, 803.1732 us/op
WorkloadWarmup   5: 1024 op, 823709500.00 ns, 804.4038 us/op
WorkloadWarmup   6: 1024 op, 828830800.00 ns, 809.4051 us/op
WorkloadWarmup   7: 1024 op, 823231800.00 ns, 803.9373 us/op
WorkloadWarmup   8: 1024 op, 838675300.00 ns, 819.0188 us/op
WorkloadWarmup   9: 1024 op, 833120400.00 ns, 813.5941 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 832200400.00 ns, 812.6957 us/op
WorkloadActual   2: 1024 op, 837234200.00 ns, 817.6115 us/op
WorkloadActual   3: 1024 op, 832469800.00 ns, 812.9588 us/op
WorkloadActual   4: 1024 op, 829958300.00 ns, 810.5062 us/op
WorkloadActual   5: 1024 op, 856130100.00 ns, 836.0646 us/op
WorkloadActual   6: 1024 op, 931660000.00 ns, 909.8242 us/op
WorkloadActual   7: 1024 op, 938001300.00 ns, 916.0169 us/op
WorkloadActual   8: 1024 op, 845588800.00 ns, 825.7703 us/op
WorkloadActual   9: 1024 op, 1053373100.00 ns, 1.0287 ms/op
WorkloadActual  10: 1024 op, 833138500.00 ns, 813.6118 us/op
WorkloadActual  11: 1024 op, 860379500.00 ns, 840.2144 us/op
WorkloadActual  12: 1024 op, 931928500.00 ns, 910.0864 us/op
WorkloadActual  13: 1024 op, 916259300.00 ns, 894.7845 us/op
WorkloadActual  14: 1024 op, 951012100.00 ns, 928.7228 us/op
WorkloadActual  15: 1024 op, 911543700.00 ns, 890.1794 us/op
WorkloadActual  16: 1024 op, 920631100.00 ns, 899.0538 us/op
WorkloadActual  17: 1024 op, 907416700.00 ns, 886.1491 us/op
WorkloadActual  18: 1024 op, 860531900.00 ns, 840.3632 us/op
WorkloadActual  19: 1024 op, 874825800.00 ns, 854.3221 us/op
WorkloadActual  20: 1024 op, 836221800.00 ns, 816.6229 us/op
WorkloadActual  21: 1024 op, 837376100.00 ns, 817.7501 us/op
WorkloadActual  22: 1024 op, 855519100.00 ns, 835.4679 us/op
WorkloadActual  23: 1024 op, 851185200.00 ns, 831.2355 us/op
WorkloadActual  24: 1024 op, 894824700.00 ns, 873.8522 us/op
WorkloadActual  25: 1024 op, 857605400.00 ns, 837.5053 us/op
WorkloadActual  26: 1024 op, 888526800.00 ns, 867.7020 us/op
WorkloadActual  27: 1024 op, 850190400.00 ns, 830.2641 us/op
WorkloadActual  28: 1024 op, 877320600.00 ns, 856.7584 us/op
WorkloadActual  29: 1024 op, 870737100.00 ns, 850.3292 us/op
WorkloadActual  30: 1024 op, 862330300.00 ns, 842.1194 us/op
WorkloadActual  31: 1024 op, 850046900.00 ns, 830.1239 us/op
WorkloadActual  32: 1024 op, 832219000.00 ns, 812.7139 us/op
WorkloadActual  33: 1024 op, 872421400.00 ns, 851.9740 us/op
WorkloadActual  34: 1024 op, 835161600.00 ns, 815.5875 us/op
WorkloadActual  35: 1024 op, 834849000.00 ns, 815.2822 us/op
WorkloadActual  36: 1024 op, 846285000.00 ns, 826.4502 us/op
WorkloadActual  37: 1024 op, 846944200.00 ns, 827.0939 us/op
WorkloadActual  38: 1024 op, 871996000.00 ns, 851.5586 us/op
WorkloadActual  39: 1024 op, 884853700.00 ns, 864.1149 us/op
WorkloadActual  40: 1024 op, 874138900.00 ns, 853.6513 us/op
WorkloadActual  41: 1024 op, 887564800.00 ns, 866.7625 us/op
WorkloadActual  42: 1024 op, 902187000.00 ns, 881.0420 us/op
WorkloadActual  43: 1024 op, 889356800.00 ns, 868.5125 us/op
WorkloadActual  44: 1024 op, 854557100.00 ns, 834.5284 us/op
WorkloadActual  45: 1024 op, 873631200.00 ns, 853.1555 us/op
WorkloadActual  46: 1024 op, 831139300.00 ns, 811.6595 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 832198050.00 ns, 812.6934 us/op
WorkloadResult   2: 1024 op, 837231850.00 ns, 817.6092 us/op
WorkloadResult   3: 1024 op, 832467450.00 ns, 812.9565 us/op
WorkloadResult   4: 1024 op, 829955950.00 ns, 810.5039 us/op
WorkloadResult   5: 1024 op, 856127750.00 ns, 836.0623 us/op
WorkloadResult   6: 1024 op, 931657650.00 ns, 909.8219 us/op
WorkloadResult   7: 1024 op, 937998950.00 ns, 916.0146 us/op
WorkloadResult   8: 1024 op, 845586450.00 ns, 825.7680 us/op
WorkloadResult   9: 1024 op, 833136150.00 ns, 813.6095 us/op
WorkloadResult  10: 1024 op, 860377150.00 ns, 840.2121 us/op
WorkloadResult  11: 1024 op, 931926150.00 ns, 910.0841 us/op
WorkloadResult  12: 1024 op, 916256950.00 ns, 894.7822 us/op
WorkloadResult  13: 1024 op, 951009750.00 ns, 928.7205 us/op
WorkloadResult  14: 1024 op, 911541350.00 ns, 890.1771 us/op
WorkloadResult  15: 1024 op, 920628750.00 ns, 899.0515 us/op
WorkloadResult  16: 1024 op, 907414350.00 ns, 886.1468 us/op
WorkloadResult  17: 1024 op, 860529550.00 ns, 840.3609 us/op
WorkloadResult  18: 1024 op, 874823450.00 ns, 854.3198 us/op
WorkloadResult  19: 1024 op, 836219450.00 ns, 816.6206 us/op
WorkloadResult  20: 1024 op, 837373750.00 ns, 817.7478 us/op
WorkloadResult  21: 1024 op, 855516750.00 ns, 835.4656 us/op
WorkloadResult  22: 1024 op, 851182850.00 ns, 831.2333 us/op
WorkloadResult  23: 1024 op, 894822350.00 ns, 873.8500 us/op
WorkloadResult  24: 1024 op, 857603050.00 ns, 837.5030 us/op
WorkloadResult  25: 1024 op, 888524450.00 ns, 867.6997 us/op
WorkloadResult  26: 1024 op, 850188050.00 ns, 830.2618 us/op
WorkloadResult  27: 1024 op, 877318250.00 ns, 856.7561 us/op
WorkloadResult  28: 1024 op, 870734750.00 ns, 850.3269 us/op
WorkloadResult  29: 1024 op, 862327950.00 ns, 842.1171 us/op
WorkloadResult  30: 1024 op, 850044550.00 ns, 830.1216 us/op
WorkloadResult  31: 1024 op, 832216650.00 ns, 812.7116 us/op
WorkloadResult  32: 1024 op, 872419050.00 ns, 851.9717 us/op
WorkloadResult  33: 1024 op, 835159250.00 ns, 815.5852 us/op
WorkloadResult  34: 1024 op, 834846650.00 ns, 815.2799 us/op
WorkloadResult  35: 1024 op, 846282650.00 ns, 826.4479 us/op
WorkloadResult  36: 1024 op, 846941850.00 ns, 827.0917 us/op
WorkloadResult  37: 1024 op, 871993650.00 ns, 851.5563 us/op
WorkloadResult  38: 1024 op, 884851350.00 ns, 864.1126 us/op
WorkloadResult  39: 1024 op, 874136550.00 ns, 853.6490 us/op
WorkloadResult  40: 1024 op, 887562450.00 ns, 866.7602 us/op
WorkloadResult  41: 1024 op, 902184650.00 ns, 881.0397 us/op
WorkloadResult  42: 1024 op, 889354450.00 ns, 868.5102 us/op
WorkloadResult  43: 1024 op, 854554750.00 ns, 834.5261 us/op
WorkloadResult  44: 1024 op, 873628850.00 ns, 853.1532 us/op
WorkloadResult  45: 1024 op, 831136950.00 ns, 811.6572 us/op
GC:  0 0 0 98304 1024
Threading:  2 0 1024

// AfterAll
// Benchmark Process 43860 has exited with code 0

Mean = 849.392 μs, StdErr = 4.808 μs (0.57%), N = 45, StdDev = 32.256 μs
Min = 810.504 μs, Q1 = 825.768 μs, Median = 840.361 μs, Q3 = 867.700 μs, Max = 928.720 μs
IQR = 41.932 μs, LowerFence = 762.871 μs, UpperFence = 930.597 μs
ConfidenceInterval = [832.439 μs; 866.346 μs] (CI 99.9%), Margin = 16.954 μs (2.00% of Mean)
Skewness = 0.72, Kurtosis = 2.49, MValue = 2

// **************************
// Benchmark: CollectionsContainsBenchMark.ListContainsPerson: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "558d72a9-8d6b-4071-a4c7-a09626224dee.dll" --benchmarkName "TestBenchMark.CollectionsContainsBenchMark.ListContainsPerson" --job "Default" --benchmarkId 3 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\558d72a9-8d6b-4071-a4c7-a09626224dee\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 266700.00 ns, 266.7000 us/op
WorkloadJitting  1: 1 op, 5815918700.00 ns, 5.8159 s/op

WorkloadWarmup   1: 1 op, 5664318000.00 ns, 5.6643 s/op
WorkloadWarmup   2: 1 op, 6078166500.00 ns, 6.0782 s/op
WorkloadWarmup   3: 1 op, 5903466500.00 ns, 5.9035 s/op
WorkloadWarmup   4: 1 op, 5860335900.00 ns, 5.8603 s/op
WorkloadWarmup   5: 1 op, 5670650000.00 ns, 5.6707 s/op
WorkloadWarmup   6: 1 op, 5625742500.00 ns, 5.6257 s/op
WorkloadWarmup   7: 1 op, 8840420400.00 ns, 8.8404 s/op
WorkloadWarmup   8: 1 op, 6323506800.00 ns, 6.3235 s/op

// BeforeActualRun
WorkloadActual   1: 1 op, 6230243900.00 ns, 6.2302 s/op
WorkloadActual   2: 1 op, 5785765600.00 ns, 5.7858 s/op
WorkloadActual   3: 1 op, 5966450400.00 ns, 5.9665 s/op
WorkloadActual   4: 1 op, 5951259700.00 ns, 5.9513 s/op
WorkloadActual   5: 1 op, 5930339000.00 ns, 5.9303 s/op
WorkloadActual   6: 1 op, 5735277000.00 ns, 5.7353 s/op
WorkloadActual   7: 1 op, 5813339200.00 ns, 5.8133 s/op
WorkloadActual   8: 1 op, 5730162000.00 ns, 5.7302 s/op
WorkloadActual   9: 1 op, 5739478400.00 ns, 5.7395 s/op
