// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\98a828a1-d59e-43bc-8059-8178fb887a77
// command took 1.44s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\98a828a1-d59e-43bc-8059-8178fb887a77
// command took 2.55s and exited with 0
// ***** Done, took 00:00:04 (4.09 sec)   *****
// Found 3 benchmarks:
//   CollectionsAddBenchMark.ListTestInt: DefaultJob
//   CollectionsAddBenchMark.HashSetTestInt: DefaultJob
//   CollectionsAddBenchMark.DictTestInt: DefaultJob

// **************************
// Benchmark: CollectionsAddBenchMark.ListTestInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "98a828a1-d59e-43bc-8059-8178fb887a77.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.ListTestInt" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\98a828a1-d59e-43bc-8059-8178fb887a77\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult  61: 32 op, 808683850.00 ns, 25.2714 ms/op
WorkloadResult  62: 32 op, 829488050.00 ns, 25.9215 ms/op
WorkloadResult  63: 32 op, 818886950.00 ns, 25.5902 ms/op
WorkloadResult  64: 32 op, 792297850.00 ns, 24.7593 ms/op
WorkloadResult  65: 32 op, 808749350.00 ns, 25.2734 ms/op
GC:  33 32 32 1379556568 32
Threading:  2 0 32

// AfterAll
// Benchmark Process 37736 has exited with code 0

Mean = 25.672 ms, StdErr = 0.143 ms (0.56%), N = 65, StdDev = 1.151 ms
Min = 24.191 ms, Q1 = 24.850 ms, Median = 25.291 ms, Q3 = 26.057 ms, Max = 28.803 ms
IQR = 1.206 ms, LowerFence = 23.041 ms, UpperFence = 27.866 ms
ConfidenceInterval = [25.180 ms; 26.164 ms] (CI 99.9%), Margin = 0.492 ms (1.92% of Mean)
Skewness = 1.31, Kurtosis = 3.99, MValue = 2

// **************************
// Benchmark: CollectionsAddBenchMark.DictTestInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "98a828a1-d59e-43bc-8059-8178fb887a77.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.DictTestInt" --job "Default" --benchmarkId 2 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\98a828a1-d59e-43bc-8059-8178fb887a77\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 260700.00 ns, 260.7000 us/op
WorkloadJitting  1: 1 op, 28106100.00 ns, 28.1061 ms/op

OverheadJitting  2: 16 op, 205800.00 ns, 12.8625 us/op
WorkloadJitting  2: 16 op, 456491300.00 ns, 28.5307 ms/op

WorkloadPilot    1: 16 op, 481559700.00 ns, 30.0975 ms/op
WorkloadPilot    2: 32 op, 916707500.00 ns, 28.6471 ms/op

OverheadWarmup   1: 32 op, 2800.00 ns, 87.5000 ns/op
OverheadWarmup   2: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   3: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   4: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   5: 32 op, 500.00 ns, 15.6250 ns/op
OverheadWarmup   6: 32 op, 400.00 ns, 12.5000 ns/op

OverheadActual   1: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   2: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual   3: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual   4: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual   5: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   6: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   7: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   8: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   9: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  10: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  11: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  12: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  13: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  14: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  15: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  16: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  17: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  18: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  19: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  20: 32 op, 400.00 ns, 12.5000 ns/op

WorkloadWarmup   1: 32 op, 916655300.00 ns, 28.6455 ms/op
WorkloadWarmup   2: 32 op, 914571600.00 ns, 28.5804 ms/op
WorkloadWarmup   3: 32 op, 912689400.00 ns, 28.5215 ms/op
WorkloadWarmup   4: 32 op, 910795000.00 ns, 28.4623 ms/op
WorkloadWarmup   5: 32 op, 920814100.00 ns, 28.7754 ms/op
WorkloadWarmup   6: 32 op, 913736200.00 ns, 28.5543 ms/op
WorkloadWarmup   7: 32 op, 916471900.00 ns, 28.6397 ms/op
WorkloadWarmup   8: 32 op, 917777200.00 ns, 28.6805 ms/op
WorkloadWarmup   9: 32 op, 920700700.00 ns, 28.7719 ms/op
WorkloadWarmup  10: 32 op, 912842700.00 ns, 28.5263 ms/op

// BeforeActualRun
WorkloadActual   1: 32 op, 924750200.00 ns, 28.8984 ms/op
