// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3ae5a00f-880a-4fab-a325-c619ab50118c
// command took 1.5s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3ae5a00f-880a-4fab-a325-c619ab50118c
// command took 2.64s and exited with 0
// ***** Done, took 00:00:04 (4.25 sec)   *****
// Found 6 benchmarks:
//   CollectionsAddBenchMark.ListAddInt: DefaultJob
//   CollectionsAddBenchMark.HashSetAddInt: DefaultJob
//   CollectionsAddBenchMark.DictAddInt: DefaultJob
//   CollectionsAddBenchMark.ListAddPerson: DefaultJob
//   CollectionsAddBenchMark.HashSetAddPerson: DefaultJob
//   CollectionsAddBenchMark.DictAddPerson: DefaultJob

// **************************
// Benchmark: CollectionsAddBenchMark.ListAddInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3ae5a00f-880a-4fab-a325-c619ab50118c.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.ListAddInt" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3ae5a00f-880a-4fab-a325-c619ab50118c\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult   8: 1024 op, 665040800.00 ns, 649.4539 us/op
WorkloadResult   9: 1024 op, 684661100.00 ns, 668.6144 us/op
WorkloadResult  10: 1024 op, 664707800.00 ns, 649.1287 us/op
WorkloadResult  11: 1024 op, 661783300.00 ns, 646.2728 us/op
WorkloadResult  12: 1024 op, 675918200.00 ns, 660.0764 us/op
WorkloadResult  13: 1024 op, 656377500.00 ns, 640.9937 us/op
WorkloadResult  14: 1024 op, 668522700.00 ns, 652.8542 us/op
GC:  292 292 292 1074192952 1024
Threading:  2 0 1024

// AfterAll
// Benchmark Process 54976 has exited with code 0

Mean = 651.943 μs, StdErr = 2.233 μs (0.34%), N = 14, StdDev = 8.357 μs
Min = 640.994 μs, Q1 = 646.667 μs, Median = 649.291 μs, Q3 = 656.968 μs, Max = 668.614 μs
IQR = 10.300 μs, LowerFence = 631.217 μs, UpperFence = 672.418 μs
ConfidenceInterval = [642.516 μs; 661.370 μs] (CI 99.9%), Margin = 9.427 μs (1.45% of Mean)
Skewness = 0.71, Kurtosis = 2.19, MValue = 2

// **************************
// Benchmark: CollectionsAddBenchMark.HashSetAddInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3ae5a00f-880a-4fab-a325-c619ab50118c.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.HashSetAddInt" --job "Default" --benchmarkId 1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3ae5a00f-880a-4fab-a325-c619ab50118c\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 258300.00 ns, 258.3000 us/op
WorkloadJitting  1: 1 op, 5058200.00 ns, 5.0582 ms/op

OverheadJitting  2: 16 op, 205500.00 ns, 12.8438 us/op
WorkloadJitting  2: 16 op, 43414400.00 ns, 2.7134 ms/op

WorkloadPilot    1: 16 op, 42040200.00 ns, 2.6275 ms/op
WorkloadPilot    2: 32 op, 82470500.00 ns, 2.5772 ms/op
WorkloadPilot    3: 64 op, 162052800.00 ns, 2.5321 ms/op
WorkloadPilot    4: 128 op, 311553200.00 ns, 2.4340 ms/op
WorkloadPilot    5: 256 op, 635976500.00 ns, 2.4843 ms/op

OverheadWarmup   1: 256 op, 3700.00 ns, 14.4531 ns/op
OverheadWarmup   2: 256 op, 900.00 ns, 3.5156 ns/op
OverheadWarmup   3: 256 op, 900.00 ns, 3.5156 ns/op
OverheadWarmup   4: 256 op, 700.00 ns, 2.7344 ns/op
OverheadWarmup   5: 256 op, 800.00 ns, 3.1250 ns/op
OverheadWarmup   6: 256 op, 600.00 ns, 2.3438 ns/op

OverheadActual   1: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual   2: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual   3: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual   4: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual   5: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual   6: 256 op, 600.00 ns, 2.3438 ns/op
OverheadActual   7: 256 op, 600.00 ns, 2.3438 ns/op
OverheadActual   8: 256 op, 600.00 ns, 2.3438 ns/op
OverheadActual   9: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual  10: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual  11: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  12: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  13: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  14: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  15: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  16: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  17: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  18: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  19: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual  20: 256 op, 600.00 ns, 2.3438 ns/op

WorkloadWarmup   1: 256 op, 628950800.00 ns, 2.4568 ms/op
WorkloadWarmup   2: 256 op, 632275400.00 ns, 2.4698 ms/op
WorkloadWarmup   3: 256 op, 616926700.00 ns, 2.4099 ms/op
WorkloadWarmup   4: 256 op, 628061800.00 ns, 2.4534 ms/op
WorkloadWarmup   5: 256 op, 630483200.00 ns, 2.4628 ms/op
WorkloadWarmup   6: 256 op, 620415000.00 ns, 2.4235 ms/op

// BeforeActualRun
WorkloadActual   1: 256 op, 616979300.00 ns, 2.4101 ms/op
WorkloadActual   2: 256 op, 621264200.00 ns, 2.4268 ms/op
WorkloadActual   3: 256 op, 623248300.00 ns, 2.4346 ms/op
WorkloadActual   4: 256 op, 616326200.00 ns, 2.4075 ms/op
WorkloadActual   5: 256 op, 614893900.00 ns, 2.4019 ms/op
WorkloadActual   6: 256 op, 636017100.00 ns, 2.4844 ms/op
WorkloadActual   7: 256 op, 620003000.00 ns, 2.4219 ms/op
WorkloadActual   8: 256 op, 616835200.00 ns, 2.4095 ms/op
WorkloadActual   9: 256 op, 620703900.00 ns, 2.4246 ms/op
WorkloadActual  10: 256 op, 623645800.00 ns, 2.4361 ms/op
WorkloadActual  11: 256 op, 621922500.00 ns, 2.4294 ms/op
WorkloadActual  12: 256 op, 660730700.00 ns, 2.5810 ms/op
WorkloadActual  13: 256 op, 630450700.00 ns, 2.4627 ms/op
WorkloadActual  14: 256 op, 612629700.00 ns, 2.3931 ms/op
WorkloadActual  15: 256 op, 619276300.00 ns, 2.4190 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 616978600.00 ns, 2.4101 ms/op
WorkloadResult   2: 256 op, 621263500.00 ns, 2.4268 ms/op
WorkloadResult   3: 256 op, 623247600.00 ns, 2.4346 ms/op
WorkloadResult   4: 256 op, 616325500.00 ns, 2.4075 ms/op
WorkloadResult   5: 256 op, 614893200.00 ns, 2.4019 ms/op
WorkloadResult   6: 256 op, 620002300.00 ns, 2.4219 ms/op
WorkloadResult   7: 256 op, 616834500.00 ns, 2.4095 ms/op
WorkloadResult   8: 256 op, 620703200.00 ns, 2.4246 ms/op
WorkloadResult   9: 256 op, 623645100.00 ns, 2.4361 ms/op
WorkloadResult  10: 256 op, 621921800.00 ns, 2.4294 ms/op
WorkloadResult  11: 256 op, 630450000.00 ns, 2.4627 ms/op
WorkloadResult  12: 256 op, 612629000.00 ns, 2.3931 ms/op
WorkloadResult  13: 256 op, 619275600.00 ns, 2.4190 ms/op
GC:  252 243 243 1236577920 256
Threading:  2 0 256

// AfterAll
// Benchmark Process 34060 has exited with code 0

Mean = 2.421 ms, StdErr = 0.005 ms (0.21%), N = 13, StdDev = 0.018 ms
Min = 2.393 ms, Q1 = 2.410 ms, Median = 2.422 ms, Q3 = 2.429 ms, Max = 2.463 ms
IQR = 0.020 ms, LowerFence = 2.380 ms, UpperFence = 2.459 ms
ConfidenceInterval = [2.400 ms; 2.443 ms] (CI 99.9%), Margin = 0.021 ms (0.89% of Mean)
Skewness = 0.56, Kurtosis = 2.89, MValue = 2

// **************************
// Benchmark: CollectionsAddBenchMark.DictAddInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3ae5a00f-880a-4fab-a325-c619ab50118c.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.DictAddInt" --job "Default" --benchmarkId 2 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3ae5a00f-880a-4fab-a325-c619ab50118c\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 255200.00 ns, 255.2000 us/op
WorkloadJitting  1: 1 op, 3968700.00 ns, 3.9687 ms/op

OverheadJitting  2: 16 op, 206800.00 ns, 12.9250 us/op
WorkloadJitting  2: 16 op, 36093600.00 ns, 2.2559 ms/op

WorkloadPilot    1: 16 op, 35194600.00 ns, 2.1997 ms/op
WorkloadPilot    2: 32 op, 69166500.00 ns, 2.1615 ms/op
WorkloadPilot    3: 64 op, 137369800.00 ns, 2.1464 ms/op
WorkloadPilot    4: 128 op, 264858000.00 ns, 2.0692 ms/op
WorkloadPilot    5: 256 op, 530208600.00 ns, 2.0711 ms/op

OverheadWarmup   1: 256 op, 3400.00 ns, 13.2812 ns/op
OverheadWarmup   2: 256 op, 800.00 ns, 3.1250 ns/op
OverheadWarmup   3: 256 op, 900.00 ns, 3.5156 ns/op
OverheadWarmup   4: 256 op, 700.00 ns, 2.7344 ns/op
OverheadWarmup   5: 256 op, 700.00 ns, 2.7344 ns/op
OverheadWarmup   6: 256 op, 700.00 ns, 2.7344 ns/op

OverheadActual   1: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual   2: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual   3: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual   4: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual   5: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual   6: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual   7: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   8: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   9: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual  10: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  11: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  12: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  13: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  14: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  15: 256 op, 600.00 ns, 2.3438 ns/op
OverheadActual  16: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  17: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  18: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  19: 256 op, 700.00 ns, 2.7344 ns/op
OverheadActual  20: 256 op, 900.00 ns, 3.5156 ns/op

WorkloadWarmup   1: 256 op, 525681700.00 ns, 2.0534 ms/op
WorkloadWarmup   2: 256 op, 529785300.00 ns, 2.0695 ms/op
WorkloadWarmup   3: 256 op, 550605300.00 ns, 2.1508 ms/op
WorkloadWarmup   4: 256 op, 537045600.00 ns, 2.0978 ms/op
WorkloadWarmup   5: 256 op, 531222400.00 ns, 2.0751 ms/op
WorkloadWarmup   6: 256 op, 538764100.00 ns, 2.1045 ms/op
WorkloadWarmup   7: 256 op, 537694700.00 ns, 2.1004 ms/op

// BeforeActualRun
WorkloadActual   1: 256 op, 540434100.00 ns, 2.1111 ms/op
WorkloadActual   2: 256 op, 538072300.00 ns, 2.1018 ms/op
WorkloadActual   3: 256 op, 546538000.00 ns, 2.1349 ms/op
WorkloadActual   4: 256 op, 530459800.00 ns, 2.0721 ms/op
WorkloadActual   5: 256 op, 533087500.00 ns, 2.0824 ms/op
WorkloadActual   6: 256 op, 537997700.00 ns, 2.1016 ms/op
WorkloadActual   7: 256 op, 532550500.00 ns, 2.0803 ms/op
WorkloadActual   8: 256 op, 517329200.00 ns, 2.0208 ms/op
WorkloadActual   9: 256 op, 532078600.00 ns, 2.0784 ms/op
WorkloadActual  10: 256 op, 523757400.00 ns, 2.0459 ms/op
WorkloadActual  11: 256 op, 538983600.00 ns, 2.1054 ms/op
WorkloadActual  12: 256 op, 530729500.00 ns, 2.0732 ms/op
WorkloadActual  13: 256 op, 538837500.00 ns, 2.1048 ms/op
WorkloadActual  14: 256 op, 543352100.00 ns, 2.1225 ms/op
WorkloadActual  15: 256 op, 514892500.00 ns, 2.0113 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 540433300.00 ns, 2.1111 ms/op
WorkloadResult   2: 256 op, 538071500.00 ns, 2.1018 ms/op
WorkloadResult   3: 256 op, 546537200.00 ns, 2.1349 ms/op
WorkloadResult   4: 256 op, 530459000.00 ns, 2.0721 ms/op
WorkloadResult   5: 256 op, 533086700.00 ns, 2.0824 ms/op
WorkloadResult   6: 256 op, 537996900.00 ns, 2.1016 ms/op
WorkloadResult   7: 256 op, 532549700.00 ns, 2.0803 ms/op
WorkloadResult   8: 256 op, 517328400.00 ns, 2.0208 ms/op
WorkloadResult   9: 256 op, 532077800.00 ns, 2.0784 ms/op
WorkloadResult  10: 256 op, 523756600.00 ns, 2.0459 ms/op
WorkloadResult  11: 256 op, 538982800.00 ns, 2.1054 ms/op
WorkloadResult  12: 256 op, 530728700.00 ns, 2.0732 ms/op
WorkloadResult  13: 256 op, 538836700.00 ns, 2.1048 ms/op
WorkloadResult  14: 256 op, 543351300.00 ns, 2.1225 ms/op
WorkloadResult  15: 256 op, 514891700.00 ns, 2.0113 ms/op
GC:  269 255 255 1545708912 256
Threading:  2 0 256

// AfterAll
// Benchmark Process 34400 has exited with code 0

Mean = 2.083 ms, StdErr = 0.009 ms (0.44%), N = 15, StdDev = 0.035 ms
Min = 2.011 ms, Q1 = 2.073 ms, Median = 2.082 ms, Q3 = 2.105 ms, Max = 2.135 ms
IQR = 0.032 ms, LowerFence = 2.024 ms, UpperFence = 2.154 ms
ConfidenceInterval = [2.045 ms; 2.121 ms] (CI 99.9%), Margin = 0.038 ms (1.81% of Mean)
Skewness = -0.63, Kurtosis = 2.37, MValue = 2

// **************************
// Benchmark: CollectionsAddBenchMark.ListAddPerson: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3ae5a00f-880a-4fab-a325-c619ab50118c.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.ListAddPerson" --job "Default" --benchmarkId 3 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3ae5a00f-880a-4fab-a325-c619ab50118c\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 321200.00 ns, 321.2000 us/op
WorkloadJitting  1: 1 op, 4821300.00 ns, 4.8213 ms/op

OverheadJitting  2: 16 op, 257000.00 ns, 16.0625 us/op
WorkloadJitting  2: 16 op, 75621600.00 ns, 4.7264 ms/op

WorkloadPilot    1: 16 op, 76677400.00 ns, 4.7923 ms/op
WorkloadPilot    2: 32 op, 140400600.00 ns, 4.3875 ms/op
WorkloadPilot    3: 64 op, 232280400.00 ns, 3.6294 ms/op
WorkloadPilot    4: 128 op, 484630300.00 ns, 3.7862 ms/op
WorkloadPilot    5: 256 op, 921507700.00 ns, 3.5996 ms/op

OverheadWarmup   1: 256 op, 3500.00 ns, 13.6719 ns/op
OverheadWarmup   2: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadWarmup   3: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadWarmup   4: 256 op, 2300.00 ns, 8.9844 ns/op
OverheadWarmup   5: 256 op, 1200.00 ns, 4.6875 ns/op
OverheadWarmup   6: 256 op, 900.00 ns, 3.5156 ns/op
OverheadWarmup   7: 256 op, 1000.00 ns, 3.9062 ns/op

OverheadActual   1: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual   2: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   3: 256 op, 1300.00 ns, 5.0781 ns/op
OverheadActual   4: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   5: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   6: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   7: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual   8: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   9: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  10: 256 op, 800.00 ns, 3.1250 ns/op
OverheadActual  11: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  12: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  13: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  14: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  15: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  16: 256 op, 1300.00 ns, 5.0781 ns/op
OverheadActual  17: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  18: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  19: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  20: 256 op, 2500.00 ns, 9.7656 ns/op

WorkloadWarmup   1: 256 op, 899196500.00 ns, 3.5125 ms/op
WorkloadWarmup   2: 256 op, 894004900.00 ns, 3.4922 ms/op
WorkloadWarmup   3: 256 op, 890389600.00 ns, 3.4781 ms/op
WorkloadWarmup   4: 256 op, 879223500.00 ns, 3.4345 ms/op
WorkloadWarmup   5: 256 op, 891611100.00 ns, 3.4829 ms/op
WorkloadWarmup   6: 256 op, 881653800.00 ns, 3.4440 ms/op
WorkloadWarmup   7: 256 op, 888590900.00 ns, 3.4711 ms/op
WorkloadWarmup   8: 256 op, 901835200.00 ns, 3.5228 ms/op
WorkloadWarmup   9: 256 op, 922067600.00 ns, 3.6018 ms/op
WorkloadWarmup  10: 256 op, 918804200.00 ns, 3.5891 ms/op

// BeforeActualRun
WorkloadActual   1: 256 op, 927396500.00 ns, 3.6226 ms/op
WorkloadActual   2: 256 op, 915987800.00 ns, 3.5781 ms/op
WorkloadActual   3: 256 op, 917108200.00 ns, 3.5825 ms/op
WorkloadActual   4: 256 op, 900036800.00 ns, 3.5158 ms/op
WorkloadActual   5: 256 op, 945266800.00 ns, 3.6924 ms/op
WorkloadActual   6: 256 op, 937903700.00 ns, 3.6637 ms/op
WorkloadActual   7: 256 op, 934349600.00 ns, 3.6498 ms/op
WorkloadActual   8: 256 op, 923325100.00 ns, 3.6067 ms/op
WorkloadActual   9: 256 op, 921569800.00 ns, 3.5999 ms/op
WorkloadActual  10: 256 op, 915629700.00 ns, 3.5767 ms/op
WorkloadActual  11: 256 op, 928588400.00 ns, 3.6273 ms/op
WorkloadActual  12: 256 op, 919448500.00 ns, 3.5916 ms/op
WorkloadActual  13: 256 op, 939098100.00 ns, 3.6684 ms/op
WorkloadActual  14: 256 op, 925656800.00 ns, 3.6158 ms/op
WorkloadActual  15: 256 op, 1042006200.00 ns, 4.0703 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 927395500.00 ns, 3.6226 ms/op
WorkloadResult   2: 256 op, 915986800.00 ns, 3.5781 ms/op
WorkloadResult   3: 256 op, 917107200.00 ns, 3.5825 ms/op
WorkloadResult   4: 256 op, 900035800.00 ns, 3.5158 ms/op
WorkloadResult   5: 256 op, 945265800.00 ns, 3.6924 ms/op
WorkloadResult   6: 256 op, 937902700.00 ns, 3.6637 ms/op
