// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3b21159d-06f4-4471-a890-847287975f31
// command took 1.46s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3b21159d-06f4-4471-a890-847287975f31
// command took 2.53s and exited with 0
// ***** Done, took 00:00:04 (4.09 sec)   *****
// Found 3 benchmarks:
//   CollectionsAddBenchMark.ListTestInt: DefaultJob
//   CollectionsAddBenchMark.HashSetTestInt: DefaultJob
//   CollectionsAddBenchMark.DictTestInt: DefaultJob

// **************************
// Benchmark: CollectionsAddBenchMark.ListTestInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3b21159d-06f4-4471-a890-847287975f31.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.ListTestInt" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3b21159d-06f4-4471-a890-847287975f31\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

// AfterActualRun
WorkloadResult   1: 128 op, 907832200.00 ns, 7.0924 ms/op
WorkloadResult   2: 128 op, 896669400.00 ns, 7.0052 ms/op
WorkloadResult   3: 128 op, 901742000.00 ns, 7.0449 ms/op
WorkloadResult   4: 128 op, 899448600.00 ns, 7.0269 ms/op
WorkloadResult   5: 128 op, 895751500.00 ns, 6.9981 ms/op
WorkloadResult   6: 128 op, 870011700.00 ns, 6.7970 ms/op
WorkloadResult   7: 128 op, 875237500.00 ns, 6.8378 ms/op
WorkloadResult   8: 128 op, 868057300.00 ns, 6.7817 ms/op
WorkloadResult   9: 128 op, 905388000.00 ns, 7.0733 ms/op
WorkloadResult  10: 128 op, 867834000.00 ns, 6.7800 ms/op
WorkloadResult  11: 128 op, 885301300.00 ns, 6.9164 ms/op
WorkloadResult  12: 128 op, 905485700.00 ns, 7.0741 ms/op
WorkloadResult  13: 128 op, 882021300.00 ns, 6.8908 ms/op
WorkloadResult  14: 128 op, 893896600.00 ns, 6.9836 ms/op
WorkloadResult  15: 128 op, 900069500.00 ns, 7.0318 ms/op
GC:  252 252 252 1073805240 128
Threading:  2 0 128

// AfterAll
// Benchmark Process 22340 has exited with code 0

Mean = 6.956 ms, StdErr = 0.029 ms (0.42%), N = 15, StdDev = 0.112 ms
Min = 6.780 ms, Q1 = 6.864 ms, Median = 6.998 ms, Q3 = 7.038 ms, Max = 7.092 ms
IQR = 0.174 ms, LowerFence = 6.603 ms, UpperFence = 7.299 ms
ConfidenceInterval = [6.836 ms; 7.076 ms] (CI 99.9%), Margin = 0.120 ms (1.73% of Mean)
Skewness = -0.43, Kurtosis = 1.51, MValue = 2

// **************************
// Benchmark: CollectionsAddBenchMark.HashSetTestInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3b21159d-06f4-4471-a890-847287975f31.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.HashSetTestInt" --job "Default" --benchmarkId 1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3b21159d-06f4-4471-a890-847287975f31\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 261400.00 ns, 261.4000 us/op
WorkloadJitting  1: 1 op, 28829000.00 ns, 28.8290 ms/op

OverheadJitting  2: 16 op, 208200.00 ns, 13.0125 us/op
WorkloadJitting  2: 16 op, 415842900.00 ns, 25.9902 ms/op

WorkloadPilot    1: 16 op, 378629400.00 ns, 23.6643 ms/op
WorkloadPilot    2: 32 op, 815674300.00 ns, 25.4898 ms/op

OverheadWarmup   1: 32 op, 3100.00 ns, 96.8750 ns/op
OverheadWarmup   2: 32 op, 500.00 ns, 15.6250 ns/op
OverheadWarmup   3: 32 op, 500.00 ns, 15.6250 ns/op
OverheadWarmup   4: 32 op, 500.00 ns, 15.6250 ns/op
OverheadWarmup   5: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   6: 32 op, 400.00 ns, 12.5000 ns/op

OverheadActual   1: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   2: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual   3: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual   4: 32 op, 700.00 ns, 21.8750 ns/op
OverheadActual   5: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   6: 32 op, 300.00 ns, 9.3750 ns/op
OverheadActual   7: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   8: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   9: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  10: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  11: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  12: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  13: 32 op, 700.00 ns, 21.8750 ns/op
OverheadActual  14: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  15: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  16: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  17: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  18: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  19: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  20: 32 op, 400.00 ns, 12.5000 ns/op

WorkloadWarmup   1: 32 op, 782702300.00 ns, 24.4594 ms/op
WorkloadWarmup   2: 32 op, 785665600.00 ns, 24.5521 ms/op
WorkloadWarmup   3: 32 op, 823615300.00 ns, 25.7380 ms/op
WorkloadWarmup   4: 32 op, 824115400.00 ns, 25.7536 ms/op
WorkloadWarmup   5: 32 op, 790086000.00 ns, 24.6902 ms/op
WorkloadWarmup   6: 32 op, 824773700.00 ns, 25.7742 ms/op
WorkloadWarmup   7: 32 op, 764340400.00 ns, 23.8856 ms/op

// BeforeActualRun
WorkloadActual   1: 32 op, 783763400.00 ns, 24.4926 ms/op
WorkloadActual   2: 32 op, 794936800.00 ns, 24.8418 ms/op
WorkloadActual   3: 32 op, 839937700.00 ns, 26.2481 ms/op
WorkloadActual   4: 32 op, 801908600.00 ns, 25.0596 ms/op
WorkloadActual   5: 32 op, 790017500.00 ns, 24.6880 ms/op
WorkloadActual   6: 32 op, 794624200.00 ns, 24.8320 ms/op
WorkloadActual   7: 32 op, 785535000.00 ns, 24.5480 ms/op
WorkloadActual   8: 32 op, 833517700.00 ns, 26.0474 ms/op
WorkloadActual   9: 32 op, 779389500.00 ns, 24.3559 ms/op
WorkloadActual  10: 32 op, 826741600.00 ns, 25.8357 ms/op
WorkloadActual  11: 32 op, 786786500.00 ns, 24.5871 ms/op
WorkloadActual  12: 32 op, 784279800.00 ns, 24.5087 ms/op
WorkloadActual  13: 32 op, 810335900.00 ns, 25.3230 ms/op
WorkloadActual  14: 32 op, 816045900.00 ns, 25.5014 ms/op
WorkloadActual  15: 32 op, 817916100.00 ns, 25.5599 ms/op
WorkloadActual  16: 32 op, 792603400.00 ns, 24.7689 ms/op
WorkloadActual  17: 32 op, 801441600.00 ns, 25.0450 ms/op
WorkloadActual  18: 32 op, 785801700.00 ns, 24.5563 ms/op
WorkloadActual  19: 32 op, 801129600.00 ns, 25.0353 ms/op
WorkloadActual  20: 32 op, 791581900.00 ns, 24.7369 ms/op

// AfterActualRun
WorkloadResult   1: 32 op, 783763000.00 ns, 24.4926 ms/op
WorkloadResult   2: 32 op, 794936400.00 ns, 24.8418 ms/op
WorkloadResult   3: 32 op, 839937300.00 ns, 26.2480 ms/op
WorkloadResult   4: 32 op, 801908200.00 ns, 25.0596 ms/op
WorkloadResult   5: 32 op, 790017100.00 ns, 24.6880 ms/op
WorkloadResult   6: 32 op, 794623800.00 ns, 24.8320 ms/op
WorkloadResult   7: 32 op, 785534600.00 ns, 24.5480 ms/op
WorkloadResult   8: 32 op, 833517300.00 ns, 26.0474 ms/op
WorkloadResult   9: 32 op, 779389100.00 ns, 24.3559 ms/op
WorkloadResult  10: 32 op, 826741200.00 ns, 25.8357 ms/op
WorkloadResult  11: 32 op, 786786100.00 ns, 24.5871 ms/op
WorkloadResult  12: 32 op, 784279400.00 ns, 24.5087 ms/op
WorkloadResult  13: 32 op, 810335500.00 ns, 25.3230 ms/op
WorkloadResult  14: 32 op, 816045500.00 ns, 25.5014 ms/op
WorkloadResult  15: 32 op, 817915700.00 ns, 25.5599 ms/op
WorkloadResult  16: 32 op, 792603000.00 ns, 24.7688 ms/op
WorkloadResult  17: 32 op, 801441200.00 ns, 25.0450 ms/op
WorkloadResult  18: 32 op, 785801300.00 ns, 24.5563 ms/op
WorkloadResult  19: 32 op, 801129200.00 ns, 25.0353 ms/op
WorkloadResult  20: 32 op, 791581500.00 ns, 24.7369 ms/op
GC:  38 37 37 1379556544 32
Threading:  2 0 32

// AfterAll
// Benchmark Process 31356 has exited with code 0

Mean = 25.029 ms, StdErr = 0.123 ms (0.49%), N = 20, StdDev = 0.551 ms
Min = 24.356 ms, Q1 = 24.579 ms, Median = 24.837 ms, Q3 = 25.368 ms, Max = 26.248 ms
IQR = 0.788 ms, LowerFence = 23.397 ms, UpperFence = 26.550 ms
ConfidenceInterval = [24.550 ms; 25.507 ms] (CI 99.9%), Margin = 0.479 ms (1.91% of Mean)
Skewness = 0.8, Kurtosis = 2.37, MValue = 2

// **************************
// Benchmark: CollectionsAddBenchMark.DictTestInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3b21159d-06f4-4471-a890-847287975f31.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.DictTestInt" --job "Default" --benchmarkId 2 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\3b21159d-06f4-4471-a890-847287975f31\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 268200.00 ns, 268.2000 us/op
WorkloadJitting  1: 1 op, 28263300.00 ns, 28.2633 ms/op

OverheadJitting  2: 16 op, 218900.00 ns, 13.6813 us/op
WorkloadJitting  2: 16 op, 454082600.00 ns, 28.3802 ms/op

WorkloadPilot    1: 16 op, 455262800.00 ns, 28.4539 ms/op
WorkloadPilot    2: 32 op, 933494400.00 ns, 29.1717 ms/op

OverheadWarmup   1: 32 op, 2900.00 ns, 90.6250 ns/op
OverheadWarmup   2: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   3: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   4: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   5: 32 op, 400.00 ns, 12.5000 ns/op
OverheadWarmup   6: 32 op, 400.00 ns, 12.5000 ns/op

OverheadActual   1: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   2: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   3: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   4: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual   5: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   6: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   7: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   8: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual   9: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  10: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  11: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  12: 32 op, 500.00 ns, 15.6250 ns/op
OverheadActual  13: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  14: 32 op, 400.00 ns, 12.5000 ns/op
OverheadActual  15: 32 op, 400.00 ns, 12.5000 ns/op

WorkloadWarmup   1: 32 op, 916611700.00 ns, 28.6441 ms/op
WorkloadWarmup   2: 32 op, 923525000.00 ns, 28.8602 ms/op
WorkloadWarmup   3: 32 op, 919477200.00 ns, 28.7337 ms/op
WorkloadWarmup   4: 32 op, 924317100.00 ns, 28.8849 ms/op
WorkloadWarmup   5: 32 op, 918802500.00 ns, 28.7126 ms/op
WorkloadWarmup   6: 32 op, 963767000.00 ns, 30.1177 ms/op

// BeforeActualRun
WorkloadActual   1: 32 op, 953147200.00 ns, 29.7858 ms/op
WorkloadActual   2: 32 op, 944368500.00 ns, 29.5115 ms/op
WorkloadActual   3: 32 op, 938879600.00 ns, 29.3400 ms/op
WorkloadActual   4: 32 op, 950240000.00 ns, 29.6950 ms/op
WorkloadActual   5: 32 op, 920805800.00 ns, 28.7752 ms/op
WorkloadActual   6: 32 op, 914971800.00 ns, 28.5929 ms/op
WorkloadActual   7: 32 op, 917672800.00 ns, 28.6773 ms/op
WorkloadActual   8: 32 op, 913320100.00 ns, 28.5413 ms/op
WorkloadActual   9: 32 op, 914735500.00 ns, 28.5855 ms/op
WorkloadActual  10: 32 op, 915245400.00 ns, 28.6014 ms/op
WorkloadActual  11: 32 op, 919927700.00 ns, 28.7477 ms/op
WorkloadActual  12: 32 op, 914637400.00 ns, 28.5824 ms/op
WorkloadActual  13: 32 op, 911942700.00 ns, 28.4982 ms/op
WorkloadActual  14: 32 op, 913975600.00 ns, 28.5617 ms/op
WorkloadActual  15: 32 op, 918806300.00 ns, 28.7127 ms/op

// AfterActualRun
WorkloadResult   1: 32 op, 944368100.00 ns, 29.5115 ms/op
WorkloadResult   2: 32 op, 938879200.00 ns, 29.3400 ms/op
WorkloadResult   3: 32 op, 950239600.00 ns, 29.6950 ms/op
WorkloadResult   4: 32 op, 920805400.00 ns, 28.7752 ms/op
WorkloadResult   5: 32 op, 914971400.00 ns, 28.5929 ms/op
WorkloadResult   6: 32 op, 917672400.00 ns, 28.6773 ms/op
WorkloadResult   7: 32 op, 913319700.00 ns, 28.5412 ms/op
WorkloadResult   8: 32 op, 914735100.00 ns, 28.5855 ms/op
WorkloadResult   9: 32 op, 915245000.00 ns, 28.6014 ms/op
WorkloadResult  10: 32 op, 919927300.00 ns, 28.7477 ms/op
WorkloadResult  11: 32 op, 914637000.00 ns, 28.5824 ms/op
WorkloadResult  12: 32 op, 911942300.00 ns, 28.4982 ms/op
WorkloadResult  13: 32 op, 913975200.00 ns, 28.5617 ms/op
WorkloadResult  14: 32 op, 918805900.00 ns, 28.7127 ms/op
GC:  90 90 90 1724436072 32
Threading:  2 0 32

// AfterAll
// Benchmark Process 39320 has exited with code 0

Mean = 28.816 ms, StdErr = 0.105 ms (0.36%), N = 14, StdDev = 0.393 ms
Min = 28.498 ms, Q1 = 28.583 ms, Median = 28.639 ms, Q3 = 28.768 ms, Max = 29.695 ms
IQR = 0.185 ms, LowerFence = 28.305 ms, UpperFence = 29.046 ms
ConfidenceInterval = [28.372 ms; 29.260 ms] (CI 99.9%), Margin = 0.444 ms (1.54% of Mean)
Skewness = 1.22, Kurtosis = 2.8, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsAddBenchMark-report.csv
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsAddBenchMark-report-github.md
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsAddBenchMark-report.html

// * Detailed results *
CollectionsAddBenchMark.ListTestInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 6.956 ms, StdErr = 0.029 ms (0.42%), N = 15, StdDev = 0.112 ms
Min = 6.780 ms, Q1 = 6.864 ms, Median = 6.998 ms, Q3 = 7.038 ms, Max = 7.092 ms
IQR = 0.174 ms, LowerFence = 6.603 ms, UpperFence = 7.299 ms
ConfidenceInterval = [6.836 ms; 7.076 ms] (CI 99.9%), Margin = 0.120 ms (1.73% of Mean)
Skewness = -0.43, Kurtosis = 1.51, MValue = 2
-------------------- Histogram --------------------
[6.767 ms ; 7.108 ms) | @@@@@@@@@@@@@@@
---------------------------------------------------

CollectionsAddBenchMark.HashSetTestInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 25.029 ms, StdErr = 0.123 ms (0.49%), N = 20, StdDev = 0.551 ms
Min = 24.356 ms, Q1 = 24.579 ms, Median = 24.837 ms, Q3 = 25.368 ms, Max = 26.248 ms
IQR = 0.788 ms, LowerFence = 23.397 ms, UpperFence = 26.550 ms
ConfidenceInterval = [24.550 ms; 25.507 ms] (CI 99.9%), Margin = 0.479 ms (1.91% of Mean)
Skewness = 0.8, Kurtosis = 2.37, MValue = 2
-------------------- Histogram --------------------
[24.332 ms ; 24.865 ms) | @@@@@@@@@@@
[24.865 ms ; 25.564 ms) | @@@@@@
[25.564 ms ; 26.308 ms) | @@@
---------------------------------------------------

CollectionsAddBenchMark.DictTestInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 28.816 ms, StdErr = 0.105 ms (0.36%), N = 14, StdDev = 0.393 ms
Min = 28.498 ms, Q1 = 28.583 ms, Median = 28.639 ms, Q3 = 28.768 ms, Max = 29.695 ms
IQR = 0.185 ms, LowerFence = 28.305 ms, UpperFence = 29.046 ms
ConfidenceInterval = [28.372 ms; 29.260 ms] (CI 99.9%), Margin = 0.444 ms (1.54% of Mean)
Skewness = 1.22, Kurtosis = 2.8, MValue = 2
-------------------- Histogram --------------------
[28.350 ms ; 29.813 ms) | @@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1500 (1909/November2018Update/19H2)
Intel Core i7-8850H CPU 2.60GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.202
  [Host]     : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
  DefaultJob : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT


|         Method |      Mean |     Error |    StdDev | Ratio | RatioSD | Rank |     Gen 0 |     Gen 1 |     Gen 2 | Allocated |
|--------------- |----------:|----------:|----------:|------:|--------:|-----:|----------:|----------:|----------:|----------:|
|    ListTestInt |  6.956 ms | 0.1200 ms | 0.1123 ms |  1.00 |    0.00 |    1 | 1968.7500 | 1968.7500 | 1968.7500 |      8 MB |
| HashSetTestInt | 25.029 ms | 0.4786 ms | 0.5511 ms |  3.61 |    0.12 |    2 | 1187.5000 | 1156.2500 | 1156.2500 |  41.11 MB |
|    DictTestInt | 28.816 ms | 0.4438 ms | 0.3934 ms |  4.15 |    0.07 |    3 | 2812.5000 | 2812.5000 | 2812.5000 |  51.39 MB |

// * Hints *
Outliers
  CollectionsAddBenchMark.DictTestInt: Default -> 1 outlier  was  removed (29.79 ms)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ms      : 1 Millisecond (0.001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:09 (69.21 sec), executed benchmarks: 3

Global total time: 00:01:13 (73.3 sec), executed benchmarks: 3
// * Artifacts cleanup *
